index,angle,X,Y,Z
27,135,3.112817,-0.227837,-0.426396
27,-135,3.398152,-0.655670,1.634301
27,-150,3.374126,-0.687457,1.622525
27,150,3.110108,-0.221633,-0.430506
27,-165,3.367176,-0.723954,1.599061
27,165,3.108194,-0.194579,-0.440960
27,180,3.100301,-0.156461,-0.454045
27,-30,3.501122,-0.475108,1.642217
27,30,3.511880,-0.357349,1.634318
27,-45,3.484345,-0.493388,1.642891
27,45,3.552854,-0.330033,1.600085
27,-60,3.457984,-0.529444,1.643393
27,60,3.071773,-0.261370,-0.456579
27,-75,3.443819,-0.571273,1.640579
27,75,3.097962,-0.243006,-0.443437
27,-90,3.442474,-0.603228,1.637775
27,90,3.111570,-0.232560,-0.433538
28,0,-1.664918,3.729186,3.908436
28,-105,-1.676747,3.719431,3.941652
28,105,-1.670843,3.724483,3.918887
28,-120,-1.671234,3.725410,3.944436
28,120,-1.664872,3.730100,3.907186
28,-15,-1.667108,3.729688,3.898165
28,15,-1.663149,3.729509,3.921738
28,135,-1.660251,3.735782,3.899293
28,-135,-1.663576,3.729571,3.944818
28,-150,-1.656027,3.736023,3.939205
28,150,-1.657258,3.738157,3.896685
28,-165,-1.654234,3.742048,3.923290
28,165,-1.656126,3.738919,3.899400
28,180,-1.655084,3.740965,3.908117
28,-30,-1.668626,3.728573,3.893773
28,30,-3.042063,3.164550,0.430283
28,-45,-1.670437,3.726689,3.895184
28,45,-3.039489,3.165090,0.431462
28,-60,-1.675950,3.723421,3.901012
28,60,-3.037828,3.163485,0.431304
28,-75,-1.683885,3.717309,3.914442
28,75,-3.039420,3.160216,0.430576
28,-90,-1.682365,3.714470,3.932909
28,90,-3.039650,3.159597,0.430753
29,0,0.193323,3.421806,-0.187787
29,-105,0.498165,3.375008,0.041102
29,105,0.459107,3.362003,-0.194789
29,-120,0.514833,3.375515,0.021753
29,120,0.479051,3.365455,-0.174944
29,-15,0.351720,3.360255,0.088456
29,15,0.228824,3.444077,-0.178983
29,135,0.497766,3.372400,-0.145536
29,-135,0.526633,3.375554,-0.000820
29,-150,0.534845,3.377599,-0.024596
29,150,0.512755,3.374983,-0.122111
29,-165,0.536437,3.378749,-0.049931
29,165,0.522403,3.374630,-0.102168
29,180,0.529510,3.375315,-0.078708
29,-30,0.382390,3.365648,0.086622
29,30,0.265125,3.451420,-0.172969
29,-45,0.410931,3.369069,0.083074
29,45,0.298541,3.458808,-0.163358
29,-60,0.432203,3.368802,0.078384
29,60,0.328100,3.468493,-0.146614
29,-75,0.455006,3.371311,0.069329
29,75,0.355365,3.481610,-0.123934
29,-90,0.475965,3.372376,0.056632
29,90,0.387800,3.486181,-0.101074
30,0,2.385238,0.808417,1.304673
30,-105,2.007275,0.756844,1.641527
30,105,2.765575,1.128874,1.138719
30,-120,1.922425,0.722531,1.677581
30,120,2.775435,1.197399,1.170577
30,-15,2.360273,0.809073,1.342140
30,15,2.402020,0.823761,1.290138
30,135,2.790665,1.275194,1.185551
30,-135,1.828868,0.684354,1.714261
30,-150,2.912789,1.736518,1.092826
30,150,2.811020,1.355111,1.176065
30,-165,2.886975,1.631568,1.116758
30,165,2.835419,1.437869,1.156542
30,180,2.860985,1.530228,1.137857
30,-30,2.323850,0.821932,1.403695
30,30,2.689057,0.978024,1.111970
30,-45,2.273504,0.833667,1.474984
30,45,2.714214,0.987343,1.087907
30,-60,2.213332,0.832933,1.536711
30,60,2.735094,1.003587,1.075161
30,-75,2.148340,0.815886,1.579679
30,75,2.748676,1.031156,1.081647
30,-90,2.081696,0.788548,1.609688
30,90,2.757111,1.072679,1.106127
31,0,-3.373626,2.052536,-5.917708
31,-105,-3.365994,2.049390,-5.920652
31,105,-3.367332,2.047918,-5.920935
31,-120,-3.366305,2.048997,-5.918212
31,120,-3.367263,2.047694,-5.918176
31,-15,-3.375886,2.050528,-5.917656
31,15,-3.373952,2.054165,-5.917557
31,135,-3.370096,2.048954,-5.917019
31,-135,-3.369416,2.050678,-5.916953
31,-150,-3.372268,2.051934,-5.917370
31,150,-3.373007,2.050503,-5.917097
31,-165,-3.374140,2.052538,-5.917419
31,165,-3.374616,2.051546,-5.917039
31,180,-3.375019,2.052378,-5.917669
31,-30,-3.377783,2.050718,-5.917855
31,30,-3.375263,2.055560,-5.917744
31,-45,-3.380515,2.051711,-5.918271
31,45,-3.377683,2.056845,-5.918373
31,-60,-3.382376,2.053233,-5.919789
31,60,-3.380006,2.057810,-5.919735
31,-75,-3.379686,2.054073,-5.921638
31,75,-3.379149,2.056040,-5.921653
31,-90,-3.373174,2.051919,-5.922829
31,90,-3.373019,2.051536,-5.922756
32,0,0.972972,1.631020,-2.886146
32,-105,1.554926,0.677899,-3.270767
32,105,1.332844,0.747635,-2.564837
32,-120,1.491231,0.772130,-3.169040
32,120,1.358286,0.598225,-2.527843
32,-15,1.752732,0.014087,-3.922425
32,15,1.003398,1.576594,-2.865893
32,135,1.449550,0.794359,-3.113334
32,-135,1.447516,0.803029,-3.116193
32,-150,1.416871,0.804990,-3.079039
32,150,1.417094,0.803876,-3.078530
32,-165,1.398393,0.797601,-3.051950
32,165,1.393249,0.816521,-3.058730
32,180,1.390203,0.800435,-3.039773
32,-30,1.743713,0.077257,-3.871330
32,30,1.042696,1.508503,-2.844843
32,-45,1.732982,0.152369,-3.809399
32,45,1.089632,1.424394,-2.817930
32,-60,1.713771,0.246166,-3.724854
32,60,1.142552,1.317038,-2.781664
32,-75,1.682084,0.358839,-3.611626
32,75,1.203401,1.174038,-2.729331
32,-90,1.630828,0.496373,-3.457525
32,90,1.261029,0.991377,-2.651798
33,0,-2.861638,0.190733,-8.680629
33,-105,-3.181733,0.131745,-9.107681
33,105,-3.096494,0.282041,-8.891646
33,-120,-3.172398,0.160426,-9.073897
33,120,-3.117180,0.261057,-8.926943
33,-15,-3.106782,-0.116080,-9.184295
33,15,-2.904922,0.224518,-8.709351
33,135,-3.135671,0.229692,-8.967160
33,-135,-3.155579,0.188445,-9.031619
33,-150,-3.132550,0.217673,-8.981195
33,150,-3.153455,0.189827,-9.012075
33,-165,-3.104823,0.243102,-8.926660
33,165,-3.168696,0.142296,-9.058091
33,180,-3.178094,0.089255,-9.101454
33,-30,-3.131936,-0.062531,-9.178561
33,30,-2.948384,0.249577,-8.742442
33,-45,-3.149523,-0.010977,-9.165652
33,45,-2.988345,0.264745,-8.778835
33,-60,-3.162507,0.039514,-9.147622
33,60,-3.026432,0.273582,-8.817519
33,-75,-3.172954,0.087787,-9.128840
33,75,-3.062332,0.279872,-8.855604
33,-90,-3.179653,0.107622,-9.123684
33,90,-3.077953,0.285746,-8.869857
34,0,-3.161958,0.145254,-9.073299
34,-105,-2.069240,3.471485,-8.580292
34,105,-2.953813,0.302047,-8.679528
34,-120,-2.020698,3.471683,-8.531213
34,120,-2.913659,0.273916,-8.631760
34,-15,-2.170909,3.697396,-8.923077
34,15,-3.153081,0.182053,-9.034179
34,135,-2.874279,0.228509,-8.587158
34,-135,-1.964192,3.487461,-8.484977
34,-150,-1.906169,3.514726,-8.442528
34,150,-2.838996,0.172841,-8.547519
34,-165,-1.843403,3.550486,-8.406472
34,165,-2.804815,0.107368,-8.515111
34,180,-2.747216,-0.004772,-8.476645
34,-30,-2.175672,3.655481,-8.877472
34,30,-3.135908,0.218006,-8.985693
34,-45,-2.169106,3.612549,-8.823592
34,45,-3.108861,0.248088,-8.929542
34,-60,-2.150124,3.571467,-8.764501
34,60,-3.072113,0.269838,-8.868317
34,-75,-2.127909,3.531749,-8.701470
34,75,-3.033636,0.288572,-8.803427
34,-90,-2.104343,3.492747,-8.636597
34,90,-2.994001,0.305981,-8.736007
35,0,3.235979,-0.497705,-0.285237
35,-105,3.434071,-0.454241,-0.417606
35,105,2.755194,-5.241806,0.285467
35,-120,5.339397,-1.945996,0.369111
35,120,5.514786,-1.969290,0.489986
35,-15,3.256322,-0.516888,-0.270415
35,15,2.413912,-5.287974,0.393225
35,135,5.503721,-1.959830,0.489774
35,-135,5.350035,-1.935601,0.363385
35,-150,5.379591,-1.913044,0.361340
35,150,5.489884,-1.958154,0.491899
35,-165,5.413301,-1.892766,0.368356
35,165,5.473755,-1.969673,0.498752
35,180,5.450237,-2.019665,0.530705
35,-30,3.278738,-0.529484,-0.265857
35,30,2.425488,-5.294869,0.405988
35,-45,3.306355,-0.540377,-0.269536
35,45,2.563623,-5.292348,0.362235
35,-60,3.348778,-0.563722,-0.289460
35,60,2.664300,-5.257452,0.329634
35,-75,3.367621,-0.535302,-0.319123
35,75,2.716021,-5.243694,0.309687
35,-90,3.430169,-0.453928,-0.409557
35,90,2.742728,-5.242452,0.293622
36,0,-3.653618,1.713549,5.384657
36,-105,-3.675834,1.674204,5.361232
36,105,-3.634522,1.629320,5.399399
36,-120,-3.678828,1.663646,5.358015
36,120,-3.639861,1.630207,5.391466
36,-15,-3.660154,1.709760,5.379439
36,15,-3.646843,1.720125,5.392795
36,135,-3.642811,1.628412,5.388221
36,-135,-3.674360,1.653133,5.360158
36,-150,-3.644869,1.641122,5.380354
36,150,-3.646779,1.625109,5.384926
36,-165,-3.646756,1.629715,5.378684
36,165,-3.651313,1.623020,5.379173
36,180,-3.652258,1.624911,5.375624
36,-30,-3.660310,1.710025,5.378022
36,30,-3.640320,1.723505,5.402283
36,-45,-3.653268,1.713926,5.383212
36,45,-3.613938,1.594729,5.432069
36,-60,-3.649177,1.712512,5.386690
36,60,-3.611762,1.606697,5.433712
36,-75,-3.663520,1.691996,5.371372
36,75,-3.618206,1.627814,5.420695
36,-90,-3.671004,1.684314,5.366110
36,90,-3.627062,1.629864,5.410138
37,0,-4.043073,2.779666,-6.866589
37,-105,-3.556619,1.661674,-7.449322
37,105,-3.769441,2.772668,-6.911857
37,-120,-3.459978,1.625529,-7.359880
37,120,-3.600473,2.693813,-6.859682
37,-15,-4.054686,2.758496,-6.859347
37,15,-3.978055,2.767009,-6.854099
37,135,-3.306407,1.626389,-7.112907
37,-135,-3.429345,1.554929,-7.196070
37,-150,-3.418722,1.571739,-7.185646
37,150,-3.337931,1.573895,-7.145627
37,-165,-3.412971,1.578157,-7.189782
37,165,-3.373163,1.563097,-7.173672
37,180,-3.399264,1.570963,-7.185959
37,-30,-4.015135,2.654106,-6.880040
37,30,-3.884624,2.760670,-6.845919
37,-45,-3.963301,2.613003,-6.874252
37,45,-3.825354,2.751500,-6.869058
37,-60,-3.605018,1.638814,-7.441933
37,60,-3.811190,2.752742,-6.902298
37,-75,-3.604865,1.668467,-7.447912
37,75,-3.821880,2.760924,-6.931338
37,-90,-3.606993,1.685792,-7.454161
37,90,-3.832081,2.770827,-6.944281
38,0,-3.045602,-2.144823,-6.238579
38,-105,-3.066769,-2.306800,-6.235288
38,105,-3.067670,-2.424405,-6.213391
38,-120,-3.070596,-2.304926,-6.246350
38,120,-3.126546,-2.371421,-6.256031
38,-15,-3.041969,-2.156160,-6.220791
38,15,-3.044787,-2.142848,-6.253176
38,135,-3.123318,-2.384261,-6.251404
38,-135,-3.074968,-2.298771,-6.258385
38,-150,-3.080616,-2.291741,-6.270253
38,150,-3.119329,-2.400800,-6.239965
38,-165,-3.086093,-2.297029,-6.275086
38,165,-3.116250,-2.412934,-6.226924
38,180,-3.087278,-2.346502,-6.263902
38,-30,-3.036258,-2.195513,-6.199110
38,30,-3.041962,-2.143181,-6.266229
38,-45,-3.044110,-2.238275,-6.190393
38,45,-3.042379,-2.146971,-6.276701
38,-60,-3.058849,-2.275514,-6.196119
38,60,-3.045221,-2.155908,-6.286568
38,-75,-3.065321,-2.291107,-6.208402
38,75,-3.053539,-2.431687,-6.165081
38,-90,-3.065354,-2.301048,-6.222423
38,90,-3.052309,-2.451854,-6.163012
39,0,-1.618971,2.192083,3.471877
39,-105,-1.244762,2.359447,1.432519
39,105,-1.453336,2.074540,3.314252
39,-120,-1.278487,2.324052,1.431654
39,120,-1.438966,2.053545,3.274496
39,-15,-1.646471,2.181628,3.471843
39,15,-1.589937,2.192741,3.467679
39,135,-1.489755,2.294336,1.462223
39,-135,-1.310146,2.291575,1.429030
39,-150,-1.342839,2.264888,1.426969
39,150,-1.459939,2.266760,1.448715
39,-165,-1.373483,2.247537,1.426979
39,165,-1.431644,2.248456,1.437792
39,180,-1.402878,2.242016,1.430492
39,-30,-1.671624,2.162332,3.466611
39,30,-1.560520,2.184680,3.458035
39,-45,-1.693515,2.135913,3.454779
39,45,-1.532224,2.168374,3.442335
39,-60,-1.711022,2.104893,3.434732
39,60,-1.507017,2.146172,3.419334
39,-75,-1.726097,2.072759,3.407991
39,75,-1.485642,2.121288,3.389432
39,-90,-1.738445,2.042018,3.374608
39,90,-1.469181,2.097053,3.353651
40,0,1.798040,-0.631379,-4.044556
40,-105,1.759881,-0.663254,-4.002235
40,105,1.852333,-0.588975,-4.062117
40,-120,1.757443,-0.668565,-3.988169
40,120,1.856733,-0.592521,-4.051497
40,-15,1.797498,-0.636261,-4.039154
40,15,1.798581,-0.628331,-4.048232
40,135,1.858799,-0.599774,-4.037756
40,-135,1.762957,-0.671111,-3.973743
40,-150,1.771085,-0.671045,-3.963109
40,150,1.864705,-0.599419,-4.034688
40,-165,1.887177,-0.573545,-4.043119
40,165,1.878178,-0.579130,-4.053850
40,180,1.883665,-0.572493,-4.053192
40,-30,1.797763,-0.642968,-4.024681
40,30,1.800659,-0.624147,-4.053582
40,-45,1.793686,-0.644670,-4.021559
40,45,1.805545,-0.616727,-4.062617
40,-60,1.783298,-0.647462,-4.022184
40,60,1.816510,-0.605487,-4.071324
40,-75,1.773720,-0.652076,-4.019159
40,75,1.831002,-0.596869,-4.071307
40,-90,1.766155,-0.657745,-4.012033
40,90,1.844168,-0.590471,-4.068977
41,0,-2.635882,0.850936,-8.313288
41,-105,-2.888251,0.635973,-8.313735
41,105,-2.501459,0.924501,-8.307998
41,-120,-2.923242,0.640090,-8.308714
41,120,-2.468797,0.966718,-8.305428
41,-15,-2.644155,0.849732,-8.313327
41,15,-2.625933,0.855199,-8.313192
41,135,-2.374430,1.009849,-8.300538
41,-135,-2.955866,0.664208,-8.308570
41,-150,-2.990768,0.681723,-8.311060
41,150,-2.330099,1.043074,-8.299092
41,-165,-3.023543,0.676331,-8.313216
41,165,-2.294024,1.060676,-8.297640
41,180,-3.040509,0.659131,-8.313122
41,-30,-2.650854,0.847721,-8.313767
41,30,-2.617048,0.855873,-8.313512
41,-45,-2.660338,0.840670,-8.314202
41,45,-2.602981,0.856513,-8.314200
41,-60,-2.675758,0.834137,-8.314732
41,60,-2.585751,0.861061,-8.314105
41,-75,-2.705397,0.823116,-8.314592
41,75,-2.558068,0.875401,-8.312886
41,-90,-2.749371,0.799169,-8.315298
41,90,-2.529523,0.895801,-8.310601
42,0,-3.290938,0.650542,-8.248304
42,-105,-2.373783,1.071761,-8.294301
42,105,-2.969572,0.867675,-8.333006
42,-120,-2.429304,1.019435,-8.300694
42,120,-2.893483,0.860369,-8.330513
42,-15,-2.010529,1.091303,-8.172042
42,15,-3.280596,0.653979,-8.252895
42,135,-2.820256,0.853202,-8.327331
42,-135,-2.483406,0.969202,-8.305478
42,-150,-2.534338,0.923544,-8.309103
42,150,-2.751903,0.848757,-8.323096
42,-165,-2.584210,0.883577,-8.311090
42,165,-2.688247,0.847406,-8.317946
42,180,-2.639832,0.848463,-8.313500
42,-30,-2.024357,1.086120,-8.180983
42,30,-3.265988,0.657385,-8.259570
42,-45,-2.038251,1.075275,-8.192955
42,45,-3.246527,0.659013,-8.269411
42,-60,-2.056511,1.060690,-8.211766
42,60,-3.221687,0.659019,-8.285204
42,-75,-2.081606,1.044015,-8.235293
42,75,-3.188608,0.662714,-8.305346
42,-90,-2.117787,1.024311,-8.261670
42,90,-3.145317,0.670741,-8.326994
43,0,-3.077387,2.933189,-8.453681
43,-105,-0.604684,4.876491,-7.524444
43,105,-0.485375,4.658126,-7.751713
43,-120,-0.613365,4.910239,-7.531205
43,120,-0.455357,4.664628,-7.771905
43,-15,-3.062997,2.909609,-8.466985
43,15,-3.092749,2.956000,-8.440040
43,135,-0.413268,4.654928,-7.789421
43,-135,-0.642370,4.948153,-7.523465
43,-150,-0.686390,4.989791,-7.502607
43,150,-0.354792,4.629128,-7.802970
43,-165,-0.161143,4.532662,-7.818409
43,165,-0.289647,4.597978,-7.812258
43,180,-0.225300,4.565643,-7.817205
43,-30,-3.047240,2.882335,-8.481252
43,30,-3.110495,2.980962,-8.423972
43,-45,-3.030989,2.847116,-8.501019
43,45,-3.136144,3.011084,-8.405798
43,-60,-3.017806,2.803724,-8.524032
43,60,-2.780972,1.944920,-8.397764
43,-75,-3.019800,2.753134,-8.552678
43,75,-2.757456,1.946479,-8.393515
43,-90,-3.039082,2.702798,-8.576511
43,90,-2.743783,1.939833,-8.398798
44,0,-3.077379,2.933186,-8.453686
44,-105,-2.411950,1.783709,-8.637053
44,105,-3.291838,2.881487,-8.122458
44,-120,-1.037015,5.297707,-7.311263
44,120,-0.556467,4.899327,-7.653314
44,-15,-3.070618,2.921367,-8.455616
44,15,-3.081570,2.938148,-8.446182
44,135,-0.600447,4.937690,-7.587095
44,-135,-0.967177,5.242566,-7.325508
44,-150,-0.904763,5.181940,-7.359016
44,150,-0.662368,4.980434,-7.531910
44,-165,-0.843783,5.125080,-7.399551
44,165,-0.726149,5.027314,-7.483455
44,180,-0.785657,5.074778,-7.440195
44,-30,-3.068358,2.913471,-8.444479
44,30,-3.083271,2.936612,-8.431013
44,-45,-3.060516,2.891616,-8.426002
44,45,-3.087170,2.933134,-8.401931
44,-60,-3.053933,2.863851,-8.395307
44,60,-3.091184,2.921775,-8.361511
44,-75,-3.049499,2.826050,-8.353546
44,75,-3.098512,2.901139,-8.309672
44,-90,-2.351633,1.790529,-8.680821
44,90,-3.256992,2.938198,-8.156182
45,0,-1.760151,1.898379,-3.027149
45,-105,-2.010279,1.784399,-3.274446
45,105,-1.867955,2.189260,-3.187856
45,-120,-2.024786,1.816437,-3.319464
45,120,-1.892221,2.191018,-3.239733
45,-15,-1.790457,1.835733,-3.027821
45,15,-1.749225,1.969358,-3.020265
45,135,-1.902787,2.173085,-3.287804
45,-135,-2.021194,1.851057,-3.355323
45,-150,-1.996427,1.890381,-3.380001
45,150,-1.903674,2.131430,-3.331293
45,-165,-1.960343,1.941664,-3.388974
45,165,-1.908405,2.069708,-3.364049
45,180,-1.927529,2.003728,-3.382795
45,-30,-1.831844,1.790162,-3.027191
45,30,-1.757884,2.037717,-3.011914
45,-45,-1.871367,1.761990,-3.038337
45,45,-1.775846,2.089899,-3.015002
45,-60,-1.901508,1.747083,-3.068274
45,60,-1.792574,2.123947,-3.039753
45,-75,-1.928085,1.740580,-3.114119
45,75,-1.811273,2.150415,-3.081828
45,-90,-1.959296,1.743288,-3.167923
45,90,-1.837090,2.173315,-3.133909
46,0,0.302167,1.512088,-7.892050
46,-105,-6.653327,-3.906315,2.257046
46,105,-6.681993,-3.892096,2.492841
46,-120,-6.622738,-3.954281,2.269872
46,120,-6.687546,-3.890621,2.500315
46,-15,-6.780223,-3.720422,2.498401
46,15,0.281800,1.498757,-7.910754
46,135,-6.674332,-3.895113,2.494140
46,-135,-6.885080,-3.698159,2.429916
46,-150,-6.853027,-3.738042,2.416788
46,150,-6.682145,-3.885558,2.465924
46,-165,-6.812648,-3.779184,2.408849
46,165,-6.715528,-3.859418,2.436494
46,180,-6.762884,-3.821979,2.416134
46,-30,-6.779466,-3.716065,2.445986
46,30,0.260300,1.483058,-7.931261
46,-45,-6.764231,-3.735578,2.390328
46,45,0.237012,1.460478,-7.950738
46,-60,-6.742743,-3.766868,2.337470
46,60,0.215338,1.416718,-7.975668
46,-75,-6.716633,-3.806038,2.298477
46,75,0.202692,1.366893,-7.999795
46,-90,-6.683296,-3.856805,2.265617
46,90,-6.658595,-3.893228,2.509381
47,0,3.549680,-2.325329,3.695451
47,-105,3.209913,-2.125710,4.102459
47,105,3.259126,-1.855867,4.061955
47,-120,3.220453,-2.066932,4.115284
47,120,3.224439,-1.855167,4.074844
47,-15,3.500654,-2.321349,3.773921
47,15,3.661557,-2.260126,3.570298
47,135,3.193052,-1.869272,4.089241
47,-135,3.228095,-2.036922,4.110327
47,-150,3.219671,-2.016216,4.105033
47,150,3.173870,-1.896261,4.099812
47,-165,3.200511,-1.996044,4.103396
47,165,3.169128,-1.932002,4.105166
47,180,3.180020,-1.968887,4.104680
47,-30,3.484486,-2.308117,3.807272
47,30,3.406112,-1.816529,3.968569
47,-45,3.482364,-2.306187,3.808714
47,45,3.361610,-1.834749,4.020102
47,-60,3.454184,-2.318711,3.821403
47,60,3.336583,-1.855892,4.043687
47,-75,3.380403,-2.324546,3.875188
47,75,3.313563,-1.864960,4.052921
47,-90,3.243415,-2.235526,4.029763
47,90,3.290182,-1.864172,4.054442
48,0,-1.335783,2.855078,-6.172956
48,-105,-1.073291,3.053953,-5.876021
48,105,-2.300139,3.901993,-6.286066
48,-120,-1.030451,3.030656,-5.865409
48,120,-2.252257,3.902890,-6.278960
48,-15,-1.289157,2.915290,-6.100605
48,15,-2.471895,4.195318,-6.242128
48,135,-2.193475,3.910535,-6.268016
48,-135,-0.982398,2.996258,-5.858722
48,-150,-0.927108,2.950813,-5.853724
48,150,-2.124998,3.925921,-6.253003
48,-165,-0.864251,2.894908,-5.850801
48,165,-2.045922,3.948150,-6.234573
48,180,-0.782423,2.818988,-5.851835
48,-30,-1.251898,2.962545,-6.046452
48,30,-2.450862,4.117374,-6.257921
48,-45,-1.215426,3.002569,-5.997810
48,45,-2.426086,4.049499,-6.270567
48,-60,-1.181824,3.033971,-5.956440
48,60,-2.403028,3.994401,-6.280312
48,-75,-1.147915,3.055534,-5.921025
48,75,-2.375696,3.947247,-6.286818
48,-90,-1.112311,3.063853,-5.893047
48,90,-2.342624,3.915993,-6.289075
49,0,-2.577656,0.021866,-6.344943
49,-105,-2.976012,-0.075510,-6.275661
49,105,-1.918628,3.943948,-6.232218
49,-120,-3.011490,-0.125416,-6.229064
49,120,-1.987424,3.912956,-6.247624
49,-15,-2.627314,0.037491,-6.359723
49,15,-1.264114,2.505570,-6.285205
49,135,-2.067372,3.885965,-6.263301
49,-135,-3.044033,-0.184474,-6.175895
49,-150,-2.467247,4.050421,-6.281059
49,150,-2.152782,3.876484,-6.274146
49,-165,-2.412191,3.970648,-6.288259
49,165,-2.249150,3.880650,-6.284621
49,180,-2.338413,3.912976,-6.288520
49,-30,-2.693516,0.041844,-6.372317
49,30,-1.302623,2.558607,-6.295143
49,-45,-2.757620,0.035223,-6.372506
49,45,-1.332901,2.620886,-6.295155
49,-60,-2.827388,0.018245,-6.366159
49,60,-1.354181,2.684085,-6.284359
49,-75,-2.886193,-0.004045,-6.346372
49,75,-1.367189,2.744722,-6.261994
49,-90,-2.935690,-0.034684,-6.316011
49,90,-1.368448,2.801407,-6.228918
50,0,2.393678,1.142398,1.873872
50,-105,1.425779,0.650501,2.056906
50,105,2.133604,0.920184,1.785158
50,-120,1.431981,0.585220,1.966929
50,120,2.115276,0.845485,1.704641
50,-15,1.210204,0.684201,2.328736
50,15,2.393505,1.134945,1.874762
50,135,2.081266,0.796176,1.663330
50,-135,1.455156,0.557624,1.903710
50,-150,1.533568,0.576594,1.845896
50,150,1.992845,0.751600,1.669569
50,-165,1.641288,0.612271,1.790662
50,165,1.880081,0.703219,1.699008
50,180,1.760018,0.656159,1.740641
50,-30,1.239240,0.695122,2.316878
50,30,2.363904,1.123401,1.885091
50,-45,1.287717,0.717591,2.293583
50,45,2.310292,1.106976,1.901011
50,-60,1.265913,0.690057,2.275113
50,60,2.327441,1.094431,1.867644
50,-75,1.347658,0.720605,2.224329
50,75,2.234513,1.058459,1.883869
50,-90,1.407239,0.709781,2.150517
50,90,2.164422,0.998258,1.859812
51,0,-4.555623,2.973784,-5.191233
51,-105,-4.957003,3.255825,-4.792502
51,105,-5.467506,2.785829,-4.404004
51,-120,-4.935866,3.347341,-4.683914
51,120,-5.528553,2.699100,-4.308163
51,-15,-4.611085,2.932676,-5.181423
51,15,-4.503574,3.021887,-5.190945
51,135,-5.593089,2.566686,-4.203352
51,-135,-4.877098,3.457401,-4.562132
51,-150,-4.803901,3.605037,-4.423084
51,150,-5.688287,2.400233,-4.087794
51,-165,-4.719067,3.761814,-4.281936
51,165,-5.789699,2.198468,-3.969486
51,180,-4.628268,3.933396,-4.142000
51,-30,-4.673060,2.898477,-5.161929
51,30,-5.036200,2.818475,-4.835691
51,-45,-4.738440,2.892059,-5.132527
51,45,-5.083910,2.859998,-4.770033
51,-60,-4.808483,2.936941,-5.081028
51,60,-5.163182,2.877930,-4.692829
51,-75,-4.873762,3.029858,-5.002050
51,75,-5.271979,2.873090,-4.599654
51,-90,-4.933529,3.150291,-4.899717
51,90,-5.384909,2.843059,-4.500565
52,0,-0.302069,-0.587189,-0.067028
52,-105,0.211719,-0.635855,-0.734853
52,105,0.071888,-0.594878,-0.308291
52,-120,0.229178,-0.518163,-0.515384
52,120,0.069066,-0.584321,-0.389053
52,-15,0.038970,-0.625954,-0.331655
52,15,-0.268994,-0.588630,-0.037957
52,135,0.044680,-0.583235,-0.462824
52,-135,0.199689,-0.539445,-0.577803
52,-150,0.189508,-0.562193,-0.652391
52,150,-0.004647,-0.579116,-0.526355
52,-165,0.185912,-0.587407,-0.723301
52,165,0.140377,-0.653024,-0.771205
52,180,0.159010,-0.620024,-0.758339
52,-30,0.048113,-0.637292,-0.380468
52,30,-0.234164,-0.599541,-0.031728
52,-45,0.083671,-0.635700,-0.440264
52,45,-0.190681,-0.614354,-0.045857
52,-60,0.121051,-0.634828,-0.515404
52,60,-0.133382,-0.628390,-0.079795
52,-75,0.146605,-0.637659,-0.596008
52,75,-0.073678,-0.636357,-0.129056
52,-90,0.174856,-0.641002,-0.671691
52,90,-0.010653,-0.634135,-0.198456
53,0,-0.946237,0.347444,0.424635
53,-105,-0.715750,1.486254,0.557002
53,105,-1.084366,0.504735,0.082899
53,-120,-0.761107,1.519993,0.486887
53,120,-1.109264,0.588394,0.059441
53,-15,-0.666877,1.184014,0.692392
53,15,-0.945741,0.360785,0.351664
53,135,-1.120526,0.623465,0.061009
53,-135,-0.785960,1.524340,0.459988
53,-150,-0.800216,1.528431,0.451523
53,150,-1.130307,0.637178,0.062140
53,-165,-0.804937,1.534577,0.455636
53,165,-1.138544,0.635110,0.060035
53,180,-0.802649,1.540205,0.464550
53,-30,-0.650639,1.249791,0.673705
53,30,-0.958336,0.370678,0.283446
53,-45,-0.643903,1.310741,0.659076
53,45,-0.978690,0.381129,0.224387
53,-60,-0.647988,1.349684,0.645094
53,60,-0.995855,0.395897,0.189958
53,-75,-0.660810,1.384303,0.633474
53,75,-1.019820,0.409393,0.163918
53,-90,-0.679718,1.421260,0.621145
53,90,-1.047789,0.431768,0.136513
54,0,0.658484,-1.992602,-5.909738
54,-105,0.527370,-1.989197,-5.953677
54,105,0.557259,-1.837662,-5.398293
54,-120,0.858670,-1.765011,-4.873274
54,120,0.643723,-1.880919,-5.370758
54,-15,0.661948,-1.986287,-5.995737
54,15,0.478442,-1.849025,-5.335174
54,135,0.698090,-1.887477,-5.335751
54,-135,0.891660,-1.795779,-4.949954
54,-150,0.880677,-1.807709,-5.004113
54,150,0.728616,-1.879045,-5.283361
54,-165,0.847401,-1.812910,-5.064584
54,165,0.751888,-1.862985,-5.223033
54,180,0.793977,-1.809614,-5.128041
54,-30,0.624370,-1.972096,-6.024873
54,30,0.450235,-1.806861,-5.315256
54,-45,0.569170,-1.956086,-6.023295
54,45,0.443104,-1.782946,-5.316094
54,-60,0.532638,-1.946099,-6.017011
54,60,0.454660,-1.780892,-5.334904
54,-75,0.514773,-1.951700,-6.000133
54,75,0.481359,-1.798258,-5.352091
54,-90,0.509058,-1.964355,-5.976222
