index,angle,X,Y,Z
4,45,-1.655954,5.010286,-6.377062
4,-60,-1.717682,5.029633,-6.344723
4,60,-1.692839,5.018436,-6.364031
4,-75,-1.684203,5.014387,-6.373813
4,75,-1.729039,5.034598,-6.338963
4,-90,-1.794980,5.063535,-6.412990
4,90,-1.755137,5.055241,-6.305734
5,0,-6.159783,3.408972,-4.257963
5,-105,-6.158364,3.400920,-4.260207
5,105,-6.158747,3.405821,-4.257715
5,-120,-6.159788,3.403248,-4.261252
5,120,-6.160250,3.406243,-4.259821
5,-15,-6.159342,3.410473,-4.255101
5,15,-6.159679,3.406249,-4.258033
5,135,-6.160000,3.403885,-4.259002
5,-135,-6.159827,3.403720,-4.258915
5,-150,-6.158121,3.405114,-4.251809
5,150,-6.158356,3.396628,-4.256808
5,-165,-6.154351,3.405102,-4.241889
5,165,-6.154286,3.389731,-4.250476
5,180,-6.150421,3.394258,-4.240910
5,-30,-6.157903,3.411842,-4.248529
5,30,-6.158979,3.399471,-4.256927
5,-45,-6.154822,3.410500,-4.239620
5,45,-6.156232,3.391595,-4.252359
5,-60,-6.150026,3.398241,-4.238023
5,60,-6.150511,3.395112,-4.240344
5,-75,-6.152609,3.386386,-4.252081
5,75,-6.152806,3.406221,-4.240984
5,-90,-6.155964,3.394619,-4.257376
5,90,-6.156222,3.406753,-4.250560
6,0,-6.159844,3.407479,-4.258995
6,-105,-5.486374,4.243472,-4.482836
6,105,-6.275396,3.656366,-4.002115
6,-120,-5.492523,4.281428,-4.429896
6,120,-6.303346,3.665879,-3.942240
6,-15,-6.163721,3.378903,-4.278589
6,15,-6.161790,3.438071,-4.242377
6,135,-6.319967,3.667641,-3.902272
6,-135,-5.492854,4.306849,-4.395156
6,-150,-5.489337,4.330618,-4.363329
6,150,-6.334085,3.665755,-3.866532
6,-165,-5.482726,4.361374,-4.328077
6,165,-6.354154,3.659449,-3.823255
6,180,-5.475764,4.391797,-4.299363
6,-30,-6.174022,3.347750,-4.304918
6,30,-6.169697,3.475712,-4.225997
6,-45,-5.352725,4.124509,-4.689352
6,45,-6.179346,3.512083,-4.212364
6,-60,-5.387421,4.132622,-4.671079
6,60,-6.191723,3.547527,-4.198585
6,-75,-5.423678,4.149916,-4.632443
6,75,-6.206949,3.586214,-4.162178
6,-90,-5.463121,4.187844,-4.566670
6,90,-6.235124,3.628519,-4.093858
7,0,-3.831152,2.184088,-6.550700
7,-105,-3.921687,2.167183,-6.579365
7,105,-3.725485,2.283507,-6.578613
7,-120,-3.724013,2.441559,-6.565704
7,120,-3.722775,2.293128,-6.574232
7,-15,-3.854320,2.182711,-6.560242
7,15,-3.771601,2.231755,-6.559913
7,135,-3.721041,2.291605,-6.570238
7,-135,-3.722286,2.442722,-6.561616
7,-150,-3.719449,2.448536,-6.557411
7,150,-3.718162,2.285450,-6.566714
7,-165,-3.715808,2.450047,-6.552331
7,165,-3.714425,2.283291,-6.561910
7,180,-3.708045,2.365385,-6.538688
7,-30,-3.863185,2.181191,-6.565587
7,30,-3.766015,2.238810,-6.565279
7,-45,-3.869402,2.177188,-6.570787
7,45,-3.759413,2.242412,-6.570469
7,-60,-3.875491,2.171413,-6.576108
7,60,-3.751406,2.244911,-6.575815
7,-75,-3.884760,2.165983,-6.580749
7,75,-3.742127,2.250635,-6.580158
7,-90,-3.902399,2.164871,-6.581917
7,90,-3.732720,2.265464,-6.581190
8,0,-3.721082,2.283528,-6.580289
8,-105,-3.745571,2.245459,-6.582001
8,105,-3.717454,2.296966,-6.580716
8,-120,-3.740671,2.248993,-6.582536
8,120,-3.717783,2.291305,-6.581257
8,-15,-3.720384,2.287904,-6.579244
8,15,-3.738915,2.253038,-6.580132
8,135,-3.734114,2.260009,-6.579465
8,-135,-3.723285,2.279958,-6.579121
8,-150,-3.723380,2.284695,-6.577022
8,150,-3.738197,2.257205,-6.577588
8,-165,-3.724929,2.285612,-6.575372
8,165,-3.739137,2.258378,-6.576481
8,180,-3.739387,2.260522,-6.574856
8,-30,-3.720790,2.291243,-6.577370
8,30,-3.742595,2.251234,-6.577862
8,-45,-3.721927,2.292921,-6.575283
8,45,-3.744299,2.251431,-6.576131
8,-60,-3.723309,2.292641,-6.574478
8,60,-3.744840,2.252636,-6.575277
8,-75,-3.749247,2.245183,-6.578655
8,75,-3.719376,2.300332,-6.576930
8,-90,-3.747987,2.244710,-6.580880
8,90,-3.718303,2.300481,-6.578923
9,0,-3.022396,3.126474,-5.534166
9,-105,-2.829171,1.714444,-5.611534
9,105,-3.431463,2.537300,-5.629574
9,-120,-2.938513,1.735140,-5.632645
9,120,-3.436120,2.413971,-5.641060
9,-15,-2.924908,3.152551,-5.506717
9,15,-3.115196,3.083348,-5.557905
9,135,-3.425730,2.287622,-5.654879
9,-135,-3.034227,1.765894,-5.658947
9,-150,-3.126696,1.809611,-5.682953
9,150,-3.398617,2.161835,-5.673989
9,-165,-3.212995,1.871931,-5.698473
9,165,-3.353468,2.047057,-5.694691
9,180,-3.291280,1.952781,-5.703163
9,-30,-2.213829,1.906026,-5.498543
9,30,-3.198451,3.026998,-5.577281
9,-45,-2.308635,1.837438,-5.512975
9,45,-3.269369,2.960064,-5.592267
9,-60,-2.426812,1.777357,-5.536134
9,60,-3.326946,2.881961,-5.601135
9,-75,-2.560139,1.733882,-5.563570
9,75,-3.375270,2.780532,-5.608638
9,-90,-2.698432,1.711485,-5.589871
9,90,-3.411124,2.662388,-5.618399
10,0,-3.088759,1.782134,-5.670463
10,-105,-3.017761,1.747045,-5.658005
10,105,-3.158720,1.820309,-5.683396
10,-120,-3.242107,1.876485,-5.673780
10,120,-3.167712,1.827121,-5.677414
10,-15,-3.075166,1.774153,-5.673780
10,15,-3.092332,1.786036,-5.667059
10,135,-3.171237,1.833688,-5.670309
10,-135,-3.233854,1.868321,-5.681432
10,-150,-3.226062,1.864525,-5.685770
10,150,-3.186827,1.849018,-5.668667
10,-165,-3.218050,1.863686,-5.684458
10,165,-3.199726,1.859577,-5.671644
10,180,-3.212846,1.866021,-5.678730
10,-30,-3.063914,1.769359,-5.676879
10,30,-3.102691,1.795603,-5.668244
10,-45,-3.055976,1.767561,-5.676706
10,45,-3.122090,1.809025,-5.673761
10,-60,-3.054592,1.769508,-5.674080
10,60,-3.133740,1.814721,-5.679548
10,-75,-3.043748,1.764698,-5.667227
10,75,-3.146968,1.819177,-5.684559
10,-90,-3.031253,1.756926,-5.660646
10,90,-3.149512,1.816658,-5.685606
11,0,-1.021035,3.026133,0.178613
11,-105,-1.020070,3.025154,0.167062
11,105,-1.020388,3.025031,0.171393
11,-120,-1.020989,3.026926,0.166237
11,120,-1.021219,3.026684,0.172219
11,-15,-1.020548,3.024932,0.178756
11,15,-1.020671,3.025094,0.178559
11,135,-1.020813,3.025433,0.173392
11,-135,-1.020574,3.025729,0.164446
11,-150,-1.019221,3.021985,0.164174
11,150,-1.019381,3.021494,0.173662
11,-165,-1.017659,3.017601,0.165435
11,165,-1.017856,3.017388,0.171728
11,180,-1.017269,3.015748,0.168599
11,-30,-1.019342,3.021668,0.179176
11,30,-1.019410,3.021767,0.178279
11,-45,-1.017831,3.017256,0.179820
11,45,-1.018042,3.017378,0.178000
11,-60,-1.016964,3.014727,0.181049
11,60,-1.017306,3.015422,0.173930
11,-75,-1.017115,3.016057,0.184580
11,75,-1.017720,3.017241,0.171286
11,-90,-1.018245,3.019896,0.186080
11,90,-1.018822,3.021280,0.171989
12,0,-1.033137,3.018571,0.210283
12,-105,-1.024639,3.031219,0.144990
12,105,-1.210632,2.979079,0.321661
12,-120,-1.026563,3.028757,0.140624
12,120,-1.240447,2.971182,0.328795
12,-15,-1.029693,3.021990,0.210550
12,15,-1.036641,3.013650,0.210782
12,135,-1.242690,2.967268,0.332750
12,-135,-1.027113,3.025463,0.143914
12,-150,-1.044623,3.017026,0.123896
12,150,-1.255253,2.957518,0.335902
12,-165,-1.094862,3.005437,0.076510
12,165,-1.281134,2.943499,0.338300
12,180,-1.316014,2.928782,0.339637
12,-30,-1.027026,3.026757,0.198224
12,30,-1.055077,3.002788,0.234705
12,-45,-1.023311,3.027053,0.192543
12,45,-1.106834,2.988613,0.274640
12,-60,-1.021283,3.026162,0.177499
12,60,-1.151223,2.979946,0.295694
12,-75,-1.021140,3.029081,0.161106
12,75,-1.182020,2.977218,0.308651
12,-90,-1.023246,3.032126,0.151769
12,90,-1.204432,2.978236,0.317710
13,0,1.734006,-0.687753,-4.427512
13,-105,1.745671,-0.677150,-4.429507
13,105,1.717991,-0.698529,-4.422262
13,-120,1.714246,-0.698442,-4.422520
13,120,1.724728,-0.693594,-4.425793
13,-15,1.727241,-0.693403,-4.424227
13,15,1.735287,-0.684443,-4.428284
13,135,1.726421,-0.689814,-4.426691
13,-135,1.707537,-0.703838,-4.418930
13,-150,1.699908,-0.707952,-4.415820
13,150,1.721799,-0.688715,-4.425209
13,-165,1.696529,-0.706822,-4.415668
13,165,1.711880,-0.692170,-4.421830
13,180,1.701084,-0.700105,-4.417805
13,-30,1.720292,-0.697411,-4.421597
13,30,1.730658,-0.683364,-4.427188
13,-45,1.717711,-0.696121,-4.421607
13,45,1.720514,-0.687296,-4.423869
13,-60,1.721918,-0.689559,-4.423502
13,60,1.710389,-0.695037,-4.420040
13,-75,1.731353,-0.681476,-4.426244
13,75,1.706729,-0.701371,-4.418068
13,-90,1.740989,-0.676495,-4.428611
13,90,1.710276,-0.702601,-4.418965
14,0,1.693200,-0.708849,-4.414094
14,-105,1.532503,-0.634702,-4.580367
14,105,1.835772,-0.610754,-4.465384
14,-120,1.776763,-0.537081,-4.506716
14,120,1.844007,-0.611900,-4.455880
14,-15,1.646976,-0.637789,-4.414333
14,15,1.702874,-0.706147,-4.416615
14,135,1.849373,-0.616531,-4.441836
14,-135,1.788765,-0.532307,-4.488396
14,-150,1.800369,-0.535987,-4.446954
14,150,1.855183,-0.623103,-4.424655
14,-165,1.815477,-0.559059,-4.379101
14,165,1.857056,-0.618573,-4.378532
14,180,1.837838,-0.578894,-4.369107
14,-30,1.637673,-0.650893,-4.431456
14,30,1.715690,-0.699763,-4.420213
14,-45,1.623915,-0.657547,-4.452165
14,45,1.732815,-0.685256,-4.429194
14,-60,1.604918,-0.650407,-4.481376
14,60,1.758162,-0.658432,-4.445553
14,-75,1.577788,-0.641568,-4.520881
14,75,1.792433,-0.633861,-4.459291
14,-90,1.554429,-0.638505,-4.554626
14,90,1.818686,-0.620099,-4.465235
15,0,-5.874028,2.603588,-4.212820
15,-105,-6.307335,2.250775,-4.136513
15,105,-5.818191,3.129598,-4.408173
15,-120,-6.144514,2.238279,-4.149818
15,120,-5.720336,2.999985,-4.385201
15,-15,-5.904182,2.559482,-4.196845
15,15,-5.852088,2.653088,-4.225782
15,135,-5.683294,3.054654,-4.415184
15,-135,-6.174484,2.172600,-4.142622
15,-150,-6.196243,2.125689,-4.138203
15,150,-5.657207,3.093674,-4.437313
15,-165,-6.248301,2.129175,-4.126156
15,165,-5.686200,3.138754,-4.438160
15,180,-6.262288,2.101282,-4.126674
15,-30,-5.943677,2.517923,-4.180310
15,30,-5.837168,2.709246,-4.239465
15,-45,-5.992895,2.476351,-4.164435
15,45,-5.827839,2.772850,-4.256122
15,-60,-6.058724,2.427289,-4.147173
15,60,-5.821479,2.853516,-4.278985
15,-75,-6.139738,2.372598,-4.136034
15,75,-5.820857,2.945517,-4.313137
15,-90,-6.229725,2.310610,-4.135211
15,90,-5.821907,3.043361,-4.361704
16,0,-5.876364,2.606851,-4.206654
16,-105,-5.874960,2.608142,-4.208417
16,105,-5.877403,2.605141,-4.206381
16,-120,-5.876299,2.607142,-4.206867
16,120,-5.876020,2.607355,-4.206893
16,-15,-5.877067,2.604336,-4.207112
16,15,-5.875523,2.608770,-4.207263
16,135,-5.875066,2.608531,-4.208159
16,-135,-5.877182,2.605476,-4.206547
16,-150,-5.878735,2.601355,-4.206659
16,150,-5.871980,2.608789,-4.211681
16,-165,-5.877896,2.599670,-4.209259
16,165,-5.871917,2.607845,-4.213690
16,180,-5.874562,2.603061,-4.212464
16,-30,-5.877514,2.601166,-4.208532
16,30,-5.873122,2.609953,-4.210316
16,-45,-5.876193,2.600108,-4.211370
16,45,-5.872051,2.608374,-4.213040
16,-60,-5.873581,2.604325,-4.213230
16,60,-5.874014,2.603608,-4.212761
16,-75,-5.872356,2.609877,-4.212084
16,75,-5.877507,2.600362,-4.209305
16,-90,-5.873889,2.610885,-4.209104
16,90,-5.878365,2.601957,-4.207038
17,0,-5.874390,2.603273,-4.212421
17,-105,-5.483454,2.956406,-4.543262
17,105,-5.577826,3.523701,-3.976054
17,-120,-5.364607,2.922681,-4.640152
17,120,-5.469956,3.481851,-4.091240
17,-15,-5.852485,2.645416,-4.226039
17,15,-5.899067,2.561926,-4.200569
17,135,-5.416798,3.466454,-4.153752
17,-135,-5.163056,3.740241,-4.200529
17,-150,-5.160170,3.705177,-4.233153
17,150,-5.387021,3.459735,-4.191186
17,-165,-5.161437,3.675842,-4.255486
17,165,-5.363135,3.458014,-4.217802
17,180,-5.176476,3.637665,-4.266132
17,-30,-5.830952,2.694414,-4.242740
17,30,-5.930158,2.516964,-4.188581
17,-45,-5.805422,2.755584,-4.264239
17,45,-5.969968,2.460962,-4.174486
17,-60,-5.773643,2.827678,-4.291218
17,60,-5.617736,3.766678,-3.685184
17,-75,-5.698484,2.878037,-4.377760
17,75,-5.646887,3.691623,-3.758295
17,-90,-5.618115,2.956184,-4.444420
17,90,-5.658065,3.599860,-3.853356
18,0,-1.824249,1.774535,-8.956505
18,-105,-1.596408,1.763303,-8.894783
18,105,-1.903261,1.551437,-8.938436
18,-120,-1.582179,1.772518,-8.896908
18,120,-1.917123,1.539377,-8.944690
18,-15,-1.826919,1.772103,-8.956454
18,15,-1.821370,1.775870,-8.955658
18,135,-1.928772,1.543013,-8.952411
18,-135,-1.578008,1.785740,-8.902313
18,-150,-1.576619,1.796572,-8.906448
18,150,-1.937701,1.546003,-8.958336
18,-165,-1.581709,1.802726,-8.910616
18,165,-1.941660,1.553788,-8.961852
18,180,-1.593795,1.808290,-8.914415
18,-30,-1.826144,1.768771,-8.954847
18,30,-1.818058,1.773705,-8.953743
18,-45,-1.821548,1.763240,-8.950629
18,45,-1.815743,1.767657,-8.949990
18,-60,-1.821588,1.755010,-8.946532
18,60,-1.809852,1.763153,-8.944930
18,-75,-1.806987,1.755307,-8.940667
18,75,-1.816305,1.748968,-8.941990
18,-90,-1.784730,1.757731,-8.934186
18,90,-1.826918,1.728731,-8.940223
19,0,-4.408072,3.072515,-9.019957
19,-105,-4.405218,3.045035,-9.020085
19,105,-4.406065,3.065500,-9.017762
19,-120,-4.406979,3.049432,-9.022124
19,120,-4.407691,3.062260,-9.020557
19,-15,-4.406862,3.074731,-9.018539
19,15,-4.406739,3.070807,-9.018837
19,135,-4.407136,3.056973,-9.021213
19,-135,-4.406847,3.053826,-9.021530
19,-150,-4.404058,3.058570,-9.017781
19,150,-4.403565,3.051770,-9.018364
19,-165,-4.399511,3.060011,-9.012502
19,165,-4.399182,3.050048,-9.013291
19,180,-4.397093,3.054598,-9.010283
19,-30,-4.403959,3.079409,-9.014675
19,30,-4.403412,3.066308,-9.015839
19,-45,-4.400660,3.081424,-9.010225
19,45,-4.399275,3.063375,-9.011787
19,-60,-4.398094,3.078266,-9.007947
19,60,-4.397586,3.066488,-9.009013
19,-75,-4.399155,3.074259,-9.009627
19,75,-4.398715,3.070406,-9.009845
19,-90,-4.402831,3.075910,-9.013022
19,90,-4.402280,3.069263,-9.013591
20,0,-1.821964,1.776197,-8.956436
20,-105,-5.146331,4.111611,-9.077467
20,105,-2.129691,3.996760,-9.509480
20,-120,-5.137341,4.111735,-9.093950
20,120,-2.137523,4.002938,-9.525046
20,-15,-1.894440,1.722835,-8.969938
20,15,-1.744402,1.824187,-8.949029
20,135,-2.141771,4.019121,-9.528658
20,-135,-5.126980,4.124871,-9.098547
20,-150,-5.120065,4.147495,-9.091649
20,150,-2.138745,4.040032,-9.520197
20,-165,-5.123997,4.168870,-9.074066
20,165,-2.125615,4.057969,-9.500416
20,180,-5.139509,4.200439,-9.043248
20,-30,-1.988807,1.645940,-8.997830
20,30,-1.638149,1.883116,-8.948571
20,-45,-2.069240,1.570887,-9.034913
20,45,-1.532100,1.933812,-8.959819
20,-60,-2.132414,1.501271,-9.079287
20,60,-1.437674,1.970490,-8.982192
20,-75,-2.447756,4.213732,-9.416427
20,75,-2.066451,4.022055,-9.407123
20,-90,-5.160723,4.131933,-9.037983
20,90,-2.107647,4.004537,-9.468177
21,0,-5.152763,4.021494,-9.118698
21,-105,-1.582259,1.923793,-8.949599
21,105,-4.432708,3.344736,-9.018379
21,-120,-1.635850,1.916326,-8.945516
21,120,-4.406019,3.298104,-9.012678
21,-15,-5.192794,3.991109,-9.102303
21,15,-5.116300,4.062704,-9.126725
21,135,-4.424518,3.199340,-9.011456
21,-135,-1.703064,1.843636,-8.945201
21,-150,-1.753885,1.812271,-8.949457
21,150,-4.418854,3.138182,-9.014699
21,-165,-1.793833,1.791208,-8.953364
21,165,-4.412245,3.096892,-9.017397
21,180,-4.407890,3.060649,-9.020645
21,-30,-1.313263,1.636577,-8.925272
21,30,-5.081100,4.107529,-9.129523
21,-45,-1.350642,1.689416,-8.929614
21,45,-5.056638,4.158525,-9.121795
21,-60,-1.393627,1.751034,-8.934918
21,60,-4.678721,3.393361,-9.015918
21,-75,-1.447564,1.815349,-8.941028
21,75,-4.596148,3.387620,-9.018460
21,-90,-1.512933,1.877315,-8.947186
21,90,-4.508863,3.371880,-9.019848
22,0,-1.825625,1.773423,-8.956578
22,-105,-4.989182,3.839810,-9.295144
22,105,-5.515550,3.894152,-8.968845
22,-120,-5.004992,3.832837,-9.286755
22,120,-5.444651,3.882594,-9.001182
22,-15,-1.764790,1.816719,-8.948100
22,15,-1.887871,1.730917,-8.965475
22,135,-5.371938,3.868595,-9.042790
22,-135,-5.041955,3.827432,-9.262314
22,-150,-5.096351,3.826023,-9.226246
22,150,-5.305501,3.855818,-9.085380
22,-165,-5.147762,3.831308,-9.190636
22,165,-5.247996,3.844844,-9.124422
22,180,-5.196520,3.837413,-9.158235
22,-30,-1.700061,1.865532,-8.939452
22,30,-1.955365,1.688807,-8.975723
22,-45,-1.613869,1.926492,-8.930080
22,45,-2.043566,1.626174,-8.990721
22,-60,-1.502775,1.993442,-8.923329
22,60,-2.141166,1.550289,-9.013490
22,-75,-1.373536,2.068222,-8.929174
22,75,-2.252326,1.458090,-9.053286
22,-90,-1.257851,2.136765,-8.944173
22,90,-2.351197,1.377542,-9.098563
23,0,-0.176628,0.296438,0.778030
23,-105,0.121689,0.597337,0.327972
23,105,-0.332560,0.432660,0.522796
23,-120,0.126222,0.619123,0.294441
23,120,-0.298188,0.452882,0.507401
23,-15,-0.140631,0.304476,0.769038
23,15,-0.210163,0.291015,0.767758
23,135,-0.198526,0.747859,0.128972
23,-135,0.086058,0.648138,0.363942
23,-150,0.095062,0.650243,0.348792
23,150,-0.172396,0.776740,0.132976
23,-165,0.084505,0.669804,0.340187
23,165,0.042258,0.712579,0.325008
23,180,0.065251,0.693450,0.334013
23,-30,-0.262651,0.223021,0.675521
23,30,-0.247807,0.299281,0.742260
23,-45,-0.234838,0.238739,0.690339
23,45,-0.305723,0.340043,0.696828
23,-60,-0.212251,0.264913,0.709123
23,60,-0.345037,0.366962,0.620173
23,-75,0.084902,0.551799,0.365752
23,75,-0.357931,0.385484,0.568551
23,-90,0.107317,0.575973,0.350061
23,90,-0.353715,0.408646,0.541227
24,0,-4.068087,0.806235,-5.884052
24,-105,-4.069186,0.811026,-5.882961
24,105,-4.031022,0.784898,-5.878648
24,-120,-4.049178,0.789600,-5.880048
24,120,-4.057659,0.798284,-5.882764
24,-15,-4.036463,0.793850,-5.880360
24,15,-4.096914,0.820303,-5.877521
24,135,-4.082430,0.816963,-5.879786
24,-135,-4.025082,0.771531,-5.869862
24,-150,-4.016489,0.768143,-5.858405
24,150,-4.091089,0.827135,-5.871478
24,-165,-4.022437,0.777986,-5.853489
24,165,-4.082097,0.822837,-5.862509
24,180,-4.052645,0.802467,-5.856849
24,-30,-4.016408,0.790305,-5.871066
24,30,-4.113426,0.833284,-5.866558
24,-45,-4.023436,0.795506,-5.862764
24,45,-4.103789,0.830749,-5.859104
24,-60,-4.070375,0.811531,-5.856891
24,60,-4.060227,0.807843,-5.857567
24,-75,-4.105555,0.825693,-5.857947
24,75,-4.026456,0.789895,-5.861005
24,-90,-4.115429,0.825620,-5.865549
24,90,-4.021543,0.782888,-5.869622
25,0,2.832576,0.634320,-1.219480
25,-105,2.842963,0.403892,-0.978704
25,105,2.842963,0.403892,-0.978704
25,-120,2.844584,0.367927,-0.941124
25,120,2.865766,-0.101953,-0.450143
25,-15,2.832743,0.630623,-1.215618
25,15,2.832743,0.630624,-1.215618
25,135,2.863921,-0.061027,-0.492907
25,-135,2.846423,0.327131,-0.898496
25,-150,2.848676,0.277159,-0.846280
25,150,2.861674,-0.011179,-0.544994
25,-165,2.851576,0.212827,-0.779059
25,165,2.858774,0.053147,-0.612208
25,180,2.855187,0.132728,-0.695363
25,-30,2.833335,0.617478,-1.201883
25,30,2.833337,0.617438,-1.201841
25,-45,2.834437,0.593035,-1.176342
25,45,2.834437,0.593035,-1.176341
25,-60,2.836371,0.550138,-1.131518
25,60,2.836371,0.550138,-1.131518
25,-75,2.839200,0.487364,-1.065925
25,75,2.839201,0.487349,-1.065909
25,-90,2.841348,0.439716,-1.016137
25,90,2.841348,0.439716,-1.016137
26,0,-1.557441,0.421322,-4.433576
26,-105,-0.709625,-0.096358,-5.108568
26,105,-0.904423,-0.154595,-5.048416
26,-120,-0.714396,-0.121878,-5.116537
26,120,-0.879954,-0.162813,-5.073967
26,-15,-1.544920,0.433430,-4.425894
26,15,-1.567006,0.400912,-4.443551
26,135,-0.855880,-0.168587,-5.095526
26,-135,-0.725171,-0.143283,-5.117843
26,-150,-0.738480,-0.160635,-5.116038
26,150,-0.833940,-0.173826,-5.111528
26,-165,-0.753949,-0.173764,-5.116240
26,165,-0.809683,-0.180885,-5.120552
26,180,-0.778184,-0.182383,-5.119769
26,-30,-1.533488,0.438162,-4.427086
26,30,-2.038321,-0.367714,-4.550367
26,-45,-1.524414,0.440424,-4.439747
26,45,-2.048761,-0.380157,-4.557247
26,-60,-1.512055,0.453710,-4.456571
26,60,-2.065035,-0.397240,-4.560760
26,-75,-0.734091,-0.051215,-5.069422
26,75,-0.937122,-0.092513,-5.029018
26,-90,-0.715192,-0.071305,-5.093544
26,90,-0.925650,-0.138253,-5.026815
27,0,3.505483,-0.425710,1.643625
27,-105,3.447088,-0.616503,1.640094
27,105,3.112576,-0.232020,-0.427440
27,-120,3.427898,-0.640449,1.637406
27,120,3.113026,-0.227599,-0.424393
27,-15,3.508404,-0.447586,1.642200
27,15,3.496923,-0.387583,1.643018
