index,angle,X,Y,Z,Total_in_Debye
44,60,1.4306,-0.7934,-0.1818,1.6459
44,-75,0.0387,1.6439,1.2559,2.0691
44,75,1.7615,-1.0501,-0.3023,2.0729
44,-90,1.5117,1.8689,0.4157,2.4394
44,90,2.3955,-0.2309,-0.3994,2.4395
45,0,3.0346,-1.3020,-3.2747,4.6505
45,-105,3.6238,-0.5479,-1.4893,3.9561
45,105,2.7607,-2.2573,-1.7781,3.9848
45,-120,3.7605,-0.7254,-1.4224,4.0854
45,120,2.9741,-2.2823,-1.6849,4.1101
45,-15,3.1651,-1.0082,-3.1610,4.5854
45,15,2.9246,-1.6102,-3.1627,4.5988
45,135,3.2188,-2.3121,-1.5624,4.2600
45,-135,3.9144,-0.9345,-1.3298,4.2384
45,-150,4.0645,-1.2068,-1.1781,4.4005
45,150,3.5047,-2.3199,-1.3627,4.4184
45,-165,4.1577,-1.5851,-1.0420,4.5700
45,165,3.8336,-2.2269,-1.1467,4.5793
45,180,4.0888,-1.9664,-1.0256,4.6516
45,-30,3.2794,-0.7841,-2.8871,4.4390
45,30,2.8549,-1.8487,-2.8863,4.4608
45,-45,3.3511,-0.6167,-2.5717,4.2689
45,45,2.7944,-2.0053,-2.5753,4.2967
45,-60,3.3650,-0.4828,-2.2995,4.1042
45,60,2.7067,-2.1071,-2.3058,4.1331
45,-75,3.3540,-0.3789,-2.0834,3.9665
45,75,2.6284,-2.1741,-2.0869,3.9988
45,-90,3.3850,-0.3474,-1.9188,3.9065
45,90,2.6295,-2.2255,-1.9103,3.9391
46,0,0.9782,1.3967,0.0980,1.7080
46,-105,0.7351,-0.4125,-1.0071,1.3133
46,105,0.1599,0.2979,-0.2020,0.3938
46,-120,0.9986,-0.6960,-1.0428,1.6028
46,120,0.1875,0.2796,-0.0531,0.3408
46,-15,-0.2814,1.1365,0.9310,1.4958
46,15,0.7653,1.3271,0.1751,1.5419
46,135,0.3186,0.2434,0.0197,0.4014
46,-135,-1.2854,1.0743,-0.4676,1.7393
46,-150,-0.9867,0.9127,-0.5523,1.4531
46,150,0.2825,0.2883,-0.1171,0.4203
46,-165,-0.6344,0.7467,-0.5636,1.1303
46,165,0.0687,0.4050,-0.3060,0.5122
46,180,-0.2598,0.5654,-0.4701,0.7799
46,-30,-0.2525,1.0331,0.5760,1.2095
46,30,0.5668,1.2470,0.2916,1.4005
46,-45,-0.1127,0.7851,0.1950,0.8168
46,45,0.3855,1.0598,0.4292,1.2066
46,-60,0.0668,0.5001,-0.1706,0.5326
46,60,0.2695,0.6965,0.5367,0.9197
46,-75,0.2551,0.2256,-0.4938,0.5999
46,75,0.2328,0.3083,0.6095,0.7216
46,-90,0.4936,-0.0994,-0.8241,0.9658
46,90,0.2650,0.2967,-0.1360,0.4204
47,0,0.0501,-1.6471,-0.6526,1.7724
47,-105,-1.3424,-0.7397,0.8917,1.7733
47,105,-0.6444,1.5388,0.7915,1.8466
47,-120,-1.3080,-0.4610,1.0243,1.7241
47,120,-0.8838,1.4319,0.9040,1.9101
47,-15,-0.1214,-1.6959,-0.3327,1.7325
47,15,0.4206,-1.3147,-1.1299,1.7838
47,135,-1.1075,1.2378,1.0142,1.9461
47,-135,-1.2674,-0.2734,1.1104,1.7070
47,-150,-1.2810,-0.0915,1.1751,1.7408
47,150,-1.2714,0.9773,1.1096,1.9501
47,-165,-1.3286,0.1179,1.2135,1.8032
47,165,-1.3634,0.6759,1.1808,1.9261
47,180,-1.3735,0.3734,1.2165,1.8724
47,-30,-0.1755,-1.6735,-0.1885,1.6932
47,30,0.1789,1.7538,-0.0395,1.7634
47,-45,-0.2128,-1.6652,-0.1315,1.6839
47,45,-0.0186,1.7073,0.2297,1.7228
47,-60,-0.3246,-1.6828,-0.0729,1.7154
47,60,-0.1389,1.6465,0.4114,1.7028
47,-75,-0.6360,-1.6392,0.1129,1.7619
47,75,-0.2656,1.6081,0.5577,1.7226
47,-90,-1.1829,-1.2221,0.5864,1.7991
47,90,-0.4299,1.5806,0.6826,1.7745
48,0,-2.2563,-1.2970,0.4078,2.6343
48,-105,-0.5522,-0.1418,1.2968,1.4166
48,105,-0.2971,-0.8672,1.0827,1.4186
48,-120,-0.4038,-0.2885,1.4274,1.5112
48,120,-0.0990,-0.8969,1.2112,1.5104
48,-15,-1.9471,-0.9931,0.7759,2.3194
48,15,-1.3160,0.2568,1.8876,2.3153
48,135,0.1362,-0.9212,1.4005,1.6818
48,-135,-0.2598,-0.4971,1.5856,1.6819
48,-150,-0.0896,-0.7614,1.7690,1.9280
48,150,0.4138,-0.9326,1.6359,1.9280
48,-165,0.1381,-1.0755,1.9565,2.2369
48,165,0.7632,-0.9254,1.8882,2.2369
48,180,0.5572,-1.4713,2.0578,2.5903
48,-30,-1.6569,-0.7275,0.9144,2.0275
48,30,-1.1442,-0.0570,1.6727,2.0274
48,-45,-1.3770,-0.4897,0.9893,1.7648
48,45,-0.9636,-0.2991,1.4458,1.7630
48,-60,-1.1326,-0.2878,1.0389,1.5636
48,60,-0.8139,-0.4871,1.2445,1.5648
48,-75,-0.9146,-0.1420,1.1010,1.4383
48,75,-0.6586,-0.6597,1.0971,1.4397
48,-90,-0.7220,-0.0820,1.1917,1.3957
48,90,-0.4935,-0.7913,1.0406,1.3973
49,0,1.6250,2.2554,-1.6032,3.2090
49,-105,-0.1771,2.6357,0.4263,2.6759
49,105,1.5569,-1.0146,1.9254,2.6759
49,-120,-0.3421,2.3436,0.6552,2.4574
49,120,1.1859,-1.1451,1.8218,2.4569
49,-15,1.4352,2.3570,-1.5844,3.1821
49,15,-1.1877,-2.3851,-1.7403,3.1824
49,135,0.8057,-1.1946,1.6004,2.1535
49,-135,-0.4803,1.9448,0.7909,2.1537
49,-150,-1.2188,-0.2247,1.3239,1.8135
49,150,0.4117,-1.1270,1.3601,1.8137
49,-165,-0.8710,-0.5402,1.0975,1.5016
49,165,-0.0314,-1.0037,1.1163,1.5015
49,180,-0.4675,-0.8015,1.0434,1.3963
49,-30,1.1418,2.5095,-1.4205,3.1015
49,30,-1.4763,-2.2318,-1.5680,3.1015
49,-45,0.8469,2.6678,-1.0867,3.0025
49,45,-1.7918,-2.0601,-1.2502,3.0029
49,-60,0.5172,2.7972,-0.7074,2.9312
49,60,-2.0714,-1.8903,-0.8532,2.9312
49,-75,0.2452,2.8557,-0.2824,2.8800
49,75,-2.2770,-1.7116,-0.4245,2.8801
49,-90,0.0114,2.8066,0.1024,2.8085
49,90,-2.3703,-1.5062,-0.0318,2.8085
50,0,2.7030,1.9512,-0.1842,3.3388
50,-105,-1.2751,-0.3606,1.0447,1.6874
50,105,1.5310,0.7086,-0.0326,1.6873
50,-120,-1.1960,-0.4783,0.6868,1.4598
50,120,1.3447,0.4893,-0.2884,1.4598
50,-15,-2.7033,-0.1363,1.9297,3.3242
50,15,2.7081,1.9233,-0.1488,3.3250
50,135,1.0819,0.3970,-0.4211,1.2270
50,-135,-1.0764,-0.4254,0.4075,1.2270
50,-150,-0.8168,-0.2651,0.1652,0.8745
50,150,0.7014,0.3135,-0.4177,0.8745
50,-165,-0.4805,-0.1019,-0.0412,0.4929
50,165,0.2987,0.1948,-0.3402,0.4929
50,180,-0.0992,0.0537,-0.2095,0.2379
50,-30,-2.5613,-0.1132,1.9111,3.1977
50,30,2.6045,1.8539,-0.0717,3.1977
50,-45,-2.3283,-0.0816,1.8489,2.9743
50,45,2.4215,1.7270,0.0259,2.9744
50,-60,-2.1694,-0.1448,1.7846,2.8128
50,60,2.3330,1.5704,0.0564,2.8128
50,-75,-1.7786,-0.1013,1.6260,2.4120
50,75,1.9991,1.3379,0.1759,2.4120
50,-90,-1.4472,-0.1908,1.3808,2.0094
50,90,1.7249,1.0178,0.1630,2.0094
51,0,0.8356,0.5726,-4.9055,5.0090
51,-105,-2.4943,-1.4082,-3.9763,4.9006
51,105,-1.8994,3.1033,0.0942,3.6396
51,-120,-2.7302,-1.4039,-3.6282,4.7527
51,120,-2.0958,2.6968,0.3907,3.4377
51,-15,0.5115,0.1507,-5.0080,5.0363
51,15,1.1212,1.0174,-4.7324,4.9686
51,135,-2.2971,2.1848,0.6951,3.2455
51,-135,-2.9553,-1.3728,-3.1902,4.5603
51,-150,-3.1795,-1.2451,-2.6017,4.2928
51,150,-2.5865,1.5005,0.9977,3.1523
51,-165,-3.3177,-0.9775,-1.8613,3.9277
51,165,-2.9263,0.5645,1.2552,3.2338
51,180,-3.3345,-0.5334,-1.0444,3.5348
51,-30,0.1243,-0.3109,-5.0398,5.0509
51,30,-0.2717,4.1926,-2.5092,4.8937
51,-45,-0.3762,-0.7731,-4.9910,5.0645
51,45,-0.6080,4.2819,-1.9093,4.7276
51,-60,-1.0043,-1.1139,-4.8448,5.0717
51,60,-0.9691,4.1364,-1.2820,4.4376
51,-75,-1.5976,-1.3114,-4.5924,5.0361
51,75,-1.3262,3.8368,-0.7055,4.1204
51,-90,-2.1247,-1.3925,-4.2890,4.9849
51,90,-1.6577,3.4799,-0.2512,3.8628
52,0,-2.1128,-2.9626,4.7514,5.9848
52,-105,2.1636,-2.8407,1.1175,3.7416
52,105,0.9154,-3.1467,4.5813,5.6328
52,-120,1.8650,-3.1655,2.0348,4.1999
52,120,1.0845,-3.1380,4.4336,5.5390
52,-15,0.3439,-3.1666,3.0352,4.3998
52,15,-1.8720,-2.9557,5.0831,6.1707
52,135,1.1784,-3.1942,4.2624,5.4552
52,-135,1.7620,-3.3101,1.7261,4.1281
52,-150,1.7338,-3.4186,1.3800,4.0740
52,150,1.1814,-3.2414,4.0293,5.3045
52,-165,1.7153,-3.5046,1.0747,4.0471
52,165,1.3460,-3.5469,1.0216,3.9289
52,180,1.5281,-3.5651,0.9725,3.9989
52,-30,0.5344,-3.0921,2.7452,4.1692
52,30,-1.6084,-3.0387,5.1721,6.2106
52,-45,0.8874,-2.9764,2.4187,3.9365
52,45,-1.2734,-3.1515,5.1442,6.1657
52,-60,1.2613,-2.8867,2.0539,3.7606
52,60,-0.8361,-3.2331,5.0638,6.0658
52,-75,1.5592,-2.8500,1.6776,3.6562
52,75,-0.3818,-3.2603,4.9650,5.9521
52,-90,1.8389,-2.8393,1.3610,3.6463
52,90,0.1290,-3.2548,4.8263,5.8227
53,0,-0.3970,-3.0053,2.9029,4.1972
53,-105,0.0302,0.5616,1.9717,2.0504
53,105,-1.0142,-1.7892,-0.0658,2.0577
53,-120,-0.4221,0.7924,0.9616,1.3155
53,120,-1.0927,-0.6754,-0.2803,1.3148
53,-15,-0.0230,-1.8741,3.3398,3.8298
53,15,-0.3509,-2.9997,2.3567,3.8308
53,135,-1.0787,-0.1693,-0.2365,1.1172
53,-135,-0.6535,0.7477,0.5121,1.1173
53,-150,-0.7853,0.6919,0.2565,1.0776
53,150,-1.0532,0.1161,-0.1848,1.0755
53,-165,-0.8485,0.6436,0.1231,1.0721
53,165,-1.0265,0.2589,-0.1439,1.0683
53,180,-0.8787,0.5972,0.0527,1.0637
53,-30,0.1981,-1.3958,3.2625,3.5541
53,30,-0.3818,-3.0211,1.8263,3.5508
53,-45,0.3667,-0.9384,3.1964,3.3515
53,45,-0.4614,-3.0371,1.3400,3.3515
53,-60,0.4420,-0.6306,3.1091,3.2031
53,60,-0.5232,-2.9886,1.0246,3.2024
53,-75,0.4318,-0.3322,2.9994,3.0484
53,75,-0.6429,-2.9132,0.7575,3.0779
53,-90,0.3581,-0.0034,2.8116,2.8343
53,90,-0.7937,-2.6800,0.4504,2.8311
54,0,-3.9235,-0.5965,-1.4119,4.2122
54,-105,-4.2904,-1.1657,-1.4950,4.6905
54,105,-4.0196,-0.3261,1.0816,4.1753
54,-120,-2.6429,-0.1949,3.6758,4.5315
54,120,-3.6696,-0.5688,1.1968,3.9015
54,-15,-3.7749,-0.6184,-1.8188,4.2356
54,15,-4.6014,-0.1951,1.2451,4.7708
54,135,-3.4841,-0.5147,1.3207,3.7614
54,-135,-2.5318,-0.2100,3.3870,4.2339
54,-150,-2.6152,-0.1206,3.1361,4.0852
54,150,-3.4004,-0.3754,1.5092,3.7392
54,-165,-2.7915,-0.0035,2.8410,3.9830
54,165,-3.3496,-0.1887,1.7399,3.7793
54,180,-3.0582,0.1259,2.5135,3.9605
54,-30,-3.8480,-0.7096,-1.9783,4.3845
54,30,-4.6546,-0.0760,1.4042,4.8624
54,-45,-4.0663,-0.7787,-1.9585,4.5800
54,45,-4.6253,-0.0418,1.4396,4.8444
54,-60,-4.2258,-0.8157,-1.8650,4.6905
54,60,-4.5331,-0.0801,1.3687,4.7359
54,-75,-4.3019,-0.8964,-1.7326,4.7235
54,75,-4.3946,-0.1956,1.2841,4.5825
54,-90,-4.3357,-0.9899,-1.6059,4.7284
54,90,-4.2135,-0.2666,1.1652,4.3798
55,0,1.5927,-5.5077,0.9109,5.8053
55,-105,0.5882,-2.4659,-2.8908,3.8450
55,105,1.4066,-3.4597,-0.9159,3.8454
55,-120,0.2487,-2.2594,-2.9651,3.7361
55,120,1.1583,-3.5030,-0.5985,3.7378
55,-15,1.8308,-5.4637,0.3718,5.7742
55,15,-0.0751,-3.4737,-4.6349,5.7926
55,135,1.0288,-3.5854,-0.3029,3.7424
55,-135,-0.0320,-2.1301,-3.0766,3.7422
55,-150,-0.2480,-2.0878,-3.2524,3.8728
55,150,0.9369,-3.7672,-0.1044,3.8834
55,-165,-0.4027,-1.6989,-3.6308,4.0288
55,165,1.0487,-3.8812,0.3982,4.0400
55,180,1.2783,-3.9024,1.1412,4.2620
55,-30,2.0020,-5.2649,-0.2307,5.6374
55,30,0.1293,-3.8838,-4.6679,6.0737
55,-45,2.0193,-4.9156,-0.8263,5.3780
55,45,0.0356,-4.0575,-4.2646,5.8865
55,-60,1.7730,-4.4489,-1.2948,4.9612
55,60,-0.0315,-4.1263,-3.8462,5.6409
55,-75,1.4454,-3.8837,-1.7858,4.5124
55,75,-0.0961,-4.1847,-3.3855,5.3835
55,-90,1.1149,-3.2414,-2.2426,4.0962
55,90,1.3603,-3.2668,-2.0628,4.0960
56,0,-2.5386,-0.6147,-1.3084,2.9213
56,-105,1.7730,-1.0475,1.8371,2.7596
56,105,-1.2073,1.3952,-1.5682,2.4215
56,-120,1.6813,-0.5904,1.8037,2.5355
56,120,1.0026,2.0668,0.4518,2.3412
56,-15,-0.4977,-2.8403,-0.4086,2.9124
56,15,-2.3318,-0.2506,-1.3393,2.7007
56,135,1.7893,1.5199,0.9922,2.5487
56,-135,1.5651,-0.1200,1.7229,2.3307
56,-150,1.4985,0.2833,1.6221,2.2264
56,150,2.1380,1.1804,1.2696,2.7526
56,-165,1.5777,0.5488,1.5372,2.2701
56,165,2.0177,0.9252,1.3760,2.6116
56,180,1.7298,0.7337,1.4619,2.3807
56,-30,-0.5060,-2.6587,0.0458,2.7068
56,30,-2.0653,0.1415,-1.2679,2.4275
56,-45,-0.4232,-2.5024,0.4183,2.5722
56,45,-1.8377,0.4627,-1.1439,2.2135
56,-60,-0.1955,-2.6402,0.5777,2.7098
56,60,-1.7091,0.7697,-1.2399,2.2474
56,-75,0.0696,-2.8244,0.7717,2.9288
56,75,-1.5940,1.0020,-1.3922,2.3417
56,-90,0.2588,-2.7077,0.9852,2.8930
56,90,-1.4519,1.1778,-1.5114,2.4041
57,0,-0.8403,-1.7111,-3.5123,3.9963
57,-105,0.2866,-0.1799,-2.1409,2.1675
57,105,-1.1352,0.1206,-3.9383,4.1004
57,-120,0.6208,0.0979,-2.1144,2.2058
57,120,0.3655,-1.0222,-3.6026,3.7626
57,-15,-0.7716,-1.5258,-3.2530,3.6750
57,15,-0.8623,-1.8763,-3.7503,4.2812
57,135,0.2432,-0.8674,-3.3638,3.4823
57,-135,-0.7407,-1.8466,-1.4539,2.4642
57,-150,-0.6087,-1.5585,-1.7023,2.3869
57,150,0.0994,-0.7854,-3.0596,3.1603
57,-165,-0.4538,-1.3030,-1.9980,2.4281
57,165,-0.1602,-1.0127,-2.6613,2.8519
57,180,-0.3303,-1.1268,-2.3035,2.5855
57,-30,-0.7162,-1.3182,-2.9733,3.3303
57,30,-1.0592,0.0208,-3.3417,3.5057
57,-45,-0.6359,-1.0831,-2.6940,2.9724
57,45,-1.1913,0.0767,-3.4950,3.6933
57,-60,-0.4809,-0.8769,-2.4621,2.6574
57,60,-1.5242,-0.1959,-4.0471,4.3290
57,-75,-0.2566,-0.6733,-2.3009,2.4111
57,75,-1.3723,-0.0866,-4.1147,4.3384
57,-90,-0.0052,-0.4267,-2.1967,2.2378
57,90,-1.2358,0.0336,-4.0735,4.2570
58,0,0.6168,-3.3140,0.0601,3.3714
58,-105,-0.3599,-0.2676,0.7107,0.8404
58,105,3.2509,-0.3254,-3.1058,4.5078
58,-120,2.1281,-2.0033,0.9817,3.0831
58,120,3.9046,-0.6426,-2.5050,4.6834
58,-15,0.4405,-3.5440,0.6067,3.6224
58,15,0.1564,-0.8080,-1.8502,2.0249
58,135,4.1775,-1.3224,-0.4159,4.4015
58,-135,2.7003,-2.0460,0.8345,3.4892
58,-150,2.9283,-2.0269,0.7399,3.6374
58,150,3.4905,-1.3904,0.7628,3.8339
58,-165,2.9436,-1.9354,0.7819,3.6086
58,165,3.0731,-1.5509,0.9716,3.5768
58,180,2.9570,-1.7718,0.8838,3.5587
58,-30,0.5701,-3.1159,1.5775,3.5387
58,30,0.7884,-0.8535,-2.3002,2.5770
58,-45,0.6398,-2.9019,2.1766,3.6834
58,45,1.1205,-0.9299,-2.4188,2.8233
58,-60,-1.0942,-0.6892,0.0047,1.2932
58,60,1.2285,-0.9521,-2.3896,2.8506
58,-75,-0.8302,-0.6332,0.0424,1.0450
58,75,2.4478,-0.4259,-3.2657,4.1034
58,-90,-0.6770,-0.4400,0.2496,0.8452
58,90,2.7596,-0.3025,-3.2748,4.2932
