index,angle,X,Y,Z,Total_in_Debye
22,-150,0.7713,-0.2190,-5.9889,6.0423
22,150,1.0851,-0.6102,-2.6028,2.8852
22,-165,1.8042,-0.1374,-3.8864,4.2870
22,165,1.6868,0.4167,-3.4183,3.8345
22,180,1.4774,-0.3377,-4.0022,4.2795
22,-30,-1.4152,3.0626,-2.2615,4.0616
22,30,-1.9559,2.6249,-2.2164,3.9533
22,-45,-0.5198,2.4438,-0.6531,2.5824
22,45,-2.1625,1.7307,-1.4265,3.1156
22,-60,-0.3299,4.7081,1.0472,4.8344
22,60,-2.9403,2.3605,-3.2105,4.9523
22,-75,0.4252,4.6065,-3.6543,5.8953
22,75,-3.6808,1.7271,-4.3029,5.9200
22,-90,0.0985,6.1944,-0.2513,6.2003
22,90,-5.6930,2.1491,-1.1352,6.1902
23,0,-0.3777,0.4280,2.0493,2.1273
23,-105,0.9189,-2.6239,-1.2320,3.0409
23,105,-1.3108,1.2839,0.2196,1.8479
23,-120,0.9711,-2.5946,-1.4574,3.1303
23,120,-0.9531,1.2952,0.1735,1.6175
23,-15,-0.1025,0.4591,1.7666,1.8282
23,15,-0.6750,0.4578,2.1989,2.3453
23,135,-2.1222,-0.6948,-2.0468,3.0292
23,-135,0.5635,-2.3091,-0.0486,2.3773
23,-150,0.8285,-2.2812,0.0634,2.4279
23,150,-2.0543,-0.2851,-2.0269,2.9000
23,-165,0.8427,-1.9287,0.1572,2.1106
23,165,0.5096,-1.0830,0.1021,1.2013
23,180,0.7053,-1.4755,0.1715,1.6444
23,-30,-2.0723,-0.5320,0.5274,2.2036
23,30,-1.0630,0.6364,2.2227,2.5446
23,-45,-1.9913,-0.4676,0.7492,2.1783
23,45,-1.6744,1.1223,2.0141,2.8496
23,-60,-1.9389,-0.2692,1.0375,2.2154
23,60,-1.9120,1.2513,1.2232,2.5919
23,-75,0.6247,-2.7254,-0.9161,2.9424
23,75,-1.8212,1.2382,0.6171,2.2871
23,-90,0.8051,-2.6489,-1.0634,2.9657
23,90,-1.6116,1.2614,0.3350,2.0738
24,0,-0.8188,-1.6593,-1.3761,2.3059
24,-105,-1.0845,-1.4628,-1.4285,2.3144
24,105,-0.8270,-1.6527,-1.3932,2.3144
24,-120,-1.0186,-1.5349,-1.3884,2.3067
24,120,-0.9213,-1.6058,-1.3769,2.3072
24,-15,-0.6739,-1.7291,-1.3554,2.2980
24,15,-0.9599,-1.5985,-1.3437,2.2983
24,135,-1.0070,-1.5634,-1.3381,2.2910
24,-135,-0.9633,-1.5997,-1.3288,2.2919
24,-150,-0.9394,-1.6289,-1.2867,2.2785
24,150,-1.0509,-1.5415,-1.3069,2.2779
24,-165,-0.9455,-1.6230,-1.2675,2.2660
24,165,-1.0489,-1.5453,-1.2831,2.2659
24,180,-0.9978,-1.5822,-1.2713,2.2617
24,-30,-0.6018,-1.7657,-1.3054,2.2768
24,30,-1.0353,-1.5668,-1.2873,2.2768
24,-45,-0.6333,-1.7611,-1.2702,2.2618
24,45,-1.0078,-1.5880,-1.2518,2.2593
24,-60,-0.7646,-1.7117,-1.2656,2.2619
24,60,-0.8836,-1.6541,-1.2631,2.2610
24,-75,-0.8554,-1.6608,-1.3012,2.2767
24,75,-0.7883,-1.6907,-1.3035,2.2758
24,-90,-0.8620,-1.6471,-1.3590,2.3028
24,90,-0.7791,-1.6853,-1.3639,2.3039
25,0,-0.0776,1.7219,-1.7992,2.4916
25,-105,-0.0358,0.7952,-0.8309,1.1507
25,105,-0.0358,0.7952,-0.8309,1.1507
25,-120,-0.0368,0.8171,-0.8538,1.1823
25,120,0.0368,-0.8172,0.8539,1.1825
25,-15,-0.0777,1.7234,-1.8008,2.4938
25,15,-0.0777,1.7234,-1.8008,2.4938
25,135,0.0363,-0.8063,0.8425,1.1667
25,-135,-0.0364,0.8079,-0.8442,1.1690
25,-150,-0.0315,0.6990,-0.7304,1.0115
25,150,0.0315,-0.6991,0.7305,1.0116
25,-165,-0.0195,0.4320,-0.4514,0.6251
25,165,0.0195,-0.4320,0.4514,0.6252
25,180,0.0001,-0.0023,0.0024,0.0033
25,-30,-0.0767,1.7010,-1.7774,2.4614
25,30,-0.0767,1.7005,-1.7769,2.4607
25,-45,-0.0730,1.6205,-1.6933,2.3449
25,45,-0.0731,1.6206,-1.6934,2.3450
25,-60,-0.0630,1.3980,-1.4608,2.0229
25,60,-0.0630,1.3980,-1.4608,2.0229
25,-75,-0.0459,1.0191,-1.0649,1.4747
25,75,-0.0459,1.0191,-1.0649,1.4747
25,-90,-0.0371,0.8231,-0.8600,1.1910
25,90,-0.0371,0.8231,-0.8600,1.1910
26,0,0.0074,-0.2946,-0.4055,0.5013
26,-105,0.0337,-0.0791,0.5393,0.5461
26,105,0.5281,0.2316,0.8036,0.9891
26,-120,0.0217,-0.0670,0.6377,0.6416
26,120,0.5009,0.2510,0.8120,0.9865
26,-15,-0.0560,-0.2605,-0.3406,0.4324
26,15,0.0874,-0.2951,-0.4822,0.5721
26,135,0.4434,0.2583,0.8196,0.9670
26,-135,0.0467,-0.0125,0.7611,0.7626
26,-150,0.1088,0.0524,0.8559,0.8644
26,150,0.3515,0.2426,0.8227,0.9270
26,-165,0.1786,0.1065,0.9000,0.9237
26,165,0.2657,0.1983,0.8395,0.9026
26,180,0.2156,0.1420,0.8862,0.9231
26,-30,-0.1299,-0.2150,-0.3298,0.4146
26,30,0.7836,0.1356,-0.1188,0.8041
26,-45,-0.2177,-0.1680,-0.3476,0.4432
26,45,0.7307,0.1877,-0.2965,0.8106
26,-60,-0.3128,-0.1161,-0.2244,0.4021
26,60,0.7081,0.2746,-0.3891,0.8533
26,-75,0.1004,-0.1073,0.5585,0.5775
26,75,0.5273,0.1112,0.7504,0.9239
26,-90,0.0606,-0.0885,0.5036,0.5149
26,90,0.5334,0.2098,0.8025,0.9862
27,0,0.4141,-0.0126,-0.0478,0.4171
27,-105,0.4521,-0.2536,-0.0488,0.5207
27,105,0.5476,-0.2528,0.3844,0.7152
27,-120,0.3706,-0.3056,-0.0479,0.4827
27,120,0.5356,-0.2616,0.3857,0.7099
27,-15,0.4635,-0.0644,-0.0547,0.4712
27,15,0.3791,0.0597,-0.0410,0.3860
27,135,0.5340,-0.3010,0.3925,0.7279
27,-135,0.2933,-0.3252,-0.0691,0.4433
27,-150,0.2637,-0.3797,-0.0760,0.4685
27,150,0.5342,-0.3239,0.4014,0.7426
27,-165,0.2649,-0.4620,-0.0978,0.5414
27,165,0.5448,-0.2789,0.3863,0.7237
27,180,0.4923,-0.1956,0.3709,0.6467
27,-30,0.4760,-0.1365,-0.0517,0.4979
27,30,0.4147,0.0921,-0.0370,0.4264
27,-45,0.4457,-0.1287,-0.0214,0.4644
27,45,0.5695,0.1270,-0.0959,0.5913
27,-60,0.3934,-0.1701,-0.0038,0.4286
27,60,0.5237,-0.2965,0.3434,0.6929
27,-75,0.3815,-0.2314,-0.0191,0.4466
27,75,0.5691,-0.2469,0.3737,0.7242
27,-90,0.4125,-0.2681,-0.0480,0.4943
27,90,0.5701,-0.2266,0.3870,0.7254
28,0,0.4924,-0.6373,9.5069,9.5409
28,-105,-1.0145,-1.7726,9.6817,9.8947
28,105,-3.0272,-3.2101,8.5601,9.6304
28,-120,-1.2977,-2.0168,9.5662,9.8623
28,120,-2.7805,-3.2379,8.4578,9.4737
28,-15,0.5009,-0.8210,9.3385,9.3879
28,15,0.4565,-0.4380,9.6839,9.7046
28,135,-2.5710,-3.2227,8.4097,9.3659
28,-135,-1.6219,-2.2191,9.5202,9.9090
28,-150,-1.9049,-2.4037,9.4386,9.9244
28,150,-2.3275,-3.1898,8.4200,9.2999
28,-165,-2.0844,-2.5760,9.2272,9.8042
28,165,-2.1714,-3.0609,8.5841,9.3687
28,180,-2.1241,-2.8362,8.8911,9.5712
28,-30,0.4470,-1.0356,9.2358,9.3045
28,30,-4.7493,-1.4325,10.2423,11.3804
28,-45,0.2579,-1.2042,9.2741,9.3555
28,45,-4.7742,-1.0696,10.1838,11.2981
28,-60,-0.0416,-1.2915,9.4229,9.5111
28,60,-4.8511,-0.7386,10.1179,11.2450
28,-75,-0.4011,-1.3792,9.6221,9.7287
28,75,-5.0684,-0.4642,10.0814,11.2933
28,-90,-0.7299,-1.5420,9.7517,9.8998
28,90,-5.3466,-0.2335,10.0502,11.3863
29,0,-0.5466,-1.8542,-0.4225,1.9787
29,-105,2.7944,-2.2022,1.4001,3.8234
29,105,2.0619,-2.2567,-0.0788,3.0578
29,-120,2.9043,-2.1999,1.3443,3.8835
29,120,2.2652,-2.2249,0.1086,3.1770
29,-15,1.5226,-2.2681,1.5499,3.1408
29,15,-0.2297,-1.5530,-0.3196,1.6021
29,135,2.4509,-2.1767,0.3439,3.2960
29,-135,2.9544,-2.1935,1.2712,3.8930
29,-150,2.9619,-2.1662,1.1801,3.8546
29,150,2.6071,-2.1741,0.5179,3.4339
29,-165,2.9127,-2.1499,1.0481,3.7689
29,165,2.7165,-2.1882,0.6631,3.5507
29,180,2.8070,-2.1821,0.8444,3.6543
29,-30,1.8025,-2.2238,1.5511,3.2559
29,30,0.1052,-1.4067,-0.2169,1.4272
29,-45,2.0521,-2.2032,1.5492,3.3861
29,45,0.4338,-1.2957,-0.0930,1.3695
29,-60,2.2405,-2.2192,1.5489,3.5134
29,60,0.7584,-1.2233,0.0695,1.4410
29,-75,2.4336,-2.2084,1.5078,3.6157
29,75,1.0822,-1.1532,0.2656,1.6036
29,-90,2.6154,-2.2153,1.4526,3.7226
29,90,1.4427,-1.1780,0.4733,1.9217
30,0,2.8049,-0.2812,-1.9882,3.4495
30,-105,0.8238,0.3041,-0.6289,1.0801
30,105,-0.2987,-2.9687,-0.3933,3.0095
30,-120,0.4816,0.2390,-0.4553,0.7045
30,120,-0.3833,-2.6337,-0.2496,2.6732
30,-15,2.6642,-0.1058,-1.9307,3.2919
30,15,2.8655,-0.4185,-2.0144,3.5276
30,135,-0.4209,-2.2101,-0.1225,2.2532
30,-135,0.1341,0.1392,-0.3011,0.3578
30,-150,-0.1934,-0.1251,-0.1401,0.2696
30,150,-0.4153,-1.7340,-0.0436,1.7835
30,-165,-0.2674,-0.5033,-0.0614,0.5732
30,165,-0.3735,-1.2872,-0.0074,1.3403
30,180,-0.3238,-0.8891,-0.0146,0.9463
30,-30,2.4454,0.0793,-1.7977,3.0361
30,30,0.2611,-3.4626,-0.7679,3.5563
30,-45,2.1700,0.2275,-1.5709,2.6885
30,45,0.2008,-3.4741,-0.7171,3.5530
30,-60,1.8523,0.3174,-1.3050,2.2880
30,60,0.1062,-3.4498,-0.6636,3.5147
30,-75,1.5052,0.3506,-1.0550,1.8712
30,75,-0.0264,-3.3698,-0.5972,3.4224
30,-90,1.1602,0.3423,-0.8293,1.4666
30,90,-0.1743,-3.2135,-0.5097,3.2583
31,0,0.2953,0.1434,-9.4243,9.4300
31,-105,0.3859,0.0171,-10.1710,10.1784
31,105,0.4640,0.1796,-10.1657,10.1779
31,-120,0.3598,-0.0456,-9.9571,9.9637
31,120,0.4947,0.2271,-9.9488,9.9637
31,-15,0.2674,0.1258,-9.4648,9.4694
31,15,0.2900,0.1697,-9.4635,9.4695
31,135,0.4480,0.2449,-9.7398,9.7532
31,-135,0.3097,-0.0316,-9.7470,9.7519
31,-150,0.2788,0.0238,-9.5823,9.5863
31,150,0.3797,0.2285,-9.5732,9.5835
31,-165,0.2708,0.0827,-9.4658,9.4700
31,165,0.3284,0.1974,-9.4604,9.4682
31,180,0.2867,0.1442,-9.4213,9.4267
31,-30,0.2413,0.1365,-9.5859,9.5899
31,30,0.2686,0.1898,-9.5845,9.5901
31,-45,0.2096,0.1693,-9.7616,9.7653
31,45,0.2280,0.2029,-9.7611,9.7659
31,-60,0.1949,0.2153,-9.9711,9.9753
31,60,0.1865,0.1982,-9.9719,9.9756
31,-75,0.2362,0.2342,-10.1768,10.1822
31,75,0.2016,0.1681,-10.1791,10.1825
31,-90,0.3239,0.1519,-10.2783,10.2845
31,90,0.3255,0.1473,-10.2802,10.2864
32,0,0.7823,0.2051,-0.7083,1.0750
32,-105,-0.4516,3.0372,4.0930,5.1168
32,105,1.8807,-4.0380,2.5214,5.1187
32,-120,-0.2375,3.0872,4.6277,5.5680
32,120,2.0849,-4.1789,3.0291,5.5664
32,-15,0.4281,0.9159,-0.4403,1.1027
32,15,0.9338,-0.1048,-0.5769,1.1026
32,135,0.4642,0.7364,5.6332,5.7001
32,-135,-0.1335,3.0124,4.8437,5.7057
32,-150,-0.0608,2.8684,4.9785,5.7460
32,150,0.4409,0.9632,5.6492,5.7477
32,-165,0.0125,2.6876,5.1096,5.7733
32,165,0.4046,1.1883,5.6328,5.7710
32,180,0.0790,2.5219,5.2775,5.8496
32,-30,0.3561,1.1622,-0.1144,1.2209
32,30,1.0620,-0.4415,-0.3935,1.2155
32,-45,0.2302,1.4757,0.3603,1.5364
32,45,1.2026,-0.9475,-0.1146,1.5353
32,-60,0.0250,1.8582,1.0288,2.1241
32,60,1.3389,-1.6091,0.2813,2.1121
32,-75,-0.2306,2.2729,1.8972,2.9697
32,75,1.4749,-2.4266,0.8354,2.9600
32,-90,-0.4868,2.6782,2.9605,4.0217
32,90,1.5993,-3.3261,1.6049,4.0245
33,0,0.5303,1.0699,1.0387,1.5827
33,-105,-1.7640,0.1919,-0.5219,1.8496
33,105,-1.1968,1.1287,0.8421,1.8481
33,-120,-1.6297,0.4504,-0.4393,1.7469
33,120,-1.2358,1.1028,0.5330,1.7400
33,-15,-0.8173,-0.3810,-1.2762,1.5627
33,15,0.1349,1.2260,0.9622,1.5643
33,135,-1.2253,1.0724,0.1896,1.6393
33,-135,-1.4301,0.7205,-0.3474,1.6386
33,-150,-1.1718,1.0082,-0.2026,1.5591
33,150,-1.2036,0.9688,-0.2085,1.5590
33,-165,-0.8672,1.2716,-0.0303,1.5395
33,165,-1.1571,0.7940,-0.6264,1.5368
33,180,-1.0820,0.5510,-1.0103,1.5796
33,-30,-1.1164,-0.1552,-1.0929,1.5700
33,30,-0.2768,1.2624,0.8941,1.5715
33,-45,-1.3601,0.0402,-0.8386,1.5984
33,45,-0.6679,1.2039,0.8132,1.5990
33,-60,-1.5546,0.2041,-0.5521,1.6623
33,60,-1.0260,1.0967,0.7230,1.6668
33,-75,-1.7107,0.4106,-0.3156,1.7874
33,75,-1.3378,1.0215,0.5972,1.7860
33,-90,-1.7605,0.0778,-0.3452,1.7958
33,90,-1.2400,0.9336,0.9035,1.7960
34,0,-1.5159,0.3267,-0.2831,1.5764
34,-105,-0.4397,-2.1404,1.7127,2.7763
34,105,0.7070,1.9494,1.8484,2.7779
34,-120,-0.1111,-2.2367,2.1535,3.1069
34,120,1.0325,1.8370,2.2791,3.1040
34,-15,-1.5421,0.2001,-0.3297,1.5896
34,15,-1.4185,0.6454,-0.3186,1.5907
34,135,1.3282,1.6257,2.6064,3.3466
34,-135,0.2472,-2.2287,2.4817,3.3447
34,-150,0.5768,-2.0826,2.8209,3.5535
34,150,1.5317,1.3161,2.9297,3.5583
34,-165,0.9214,-1.8317,3.1221,3.7352
34,165,1.6869,0.8979,3.2092,3.7351
34,180,2.0455,0.1458,3.4462,4.0102
34,-30,-1.5536,-0.2387,-0.2828,1.5970
34,30,-1.1970,1.0243,-0.2302,1.5922
34,-45,-1.4349,-0.7243,-0.1260,1.6123
34,45,-0.8506,1.3677,-0.0592,1.6117
34,-60,-1.1967,-1.1819,0.1231,1.6864
34,60,-0.4121,1.6212,0.2123,1.6862
34,-75,-0.9430,-1.5862,0.5290,1.9197
34,75,0.0073,1.8110,0.6392,1.9205
34,-90,-0.7261,-1.9197,1.1376,2.3466
34,90,0.3603,1.9461,1.2635,2.3481
35,0,3.5294,-0.1934,-5.3015,6.3718
35,-105,5.9378,2.2186,-8.0063,10.2118
35,105,6.0080,-3.2909,-8.4990,10.9160
35,-120,4.8722,2.9787,-8.4082,10.1641
35,120,6.3437,5.7324,-6.5991,10.8005
35,-15,3.7335,-0.5250,-5.1626,6.3927
35,15,3.4019,-3.5488,-7.0394,8.5860
35,135,6.2634,5.4029,-6.7821,10.6966
35,-135,5.0547,3.4261,-8.7057,10.6338
35,-150,5.3928,4.0222,-8.8433,11.1115
35,150,6.1904,4.8921,-6.9648,10.5243
35,-165,5.7209,4.6113,-8.7634,11.4364
35,165,6.0557,4.2110,-7.0367,10.1941
35,180,5.6291,2.9929,-6.6516,9.2135
35,-30,4.0079,-0.6182,-5.1999,6.5943
35,30,3.2903,-3.5254,-6.9527,8.4614
35,-45,4.3712,-0.5578,-5.3726,6.9486
35,45,4.7516,-3.8054,-7.6447,9.7724
35,-60,4.8373,-0.5750,-5.8089,7.5812
35,60,5.7616,-3.3501,-8.1758,10.5481
35,-75,5.0813,0.2377,-6.3898,8.1673
35,75,6.1652,-3.2073,-8.4072,10.9077
35,-90,6.1935,2.1419,-7.9733,10.3209
35,90,6.1927,-3.2471,-8.5007,11.0070
36,0,-1.2280,-1.1893,0.5291,1.7896
36,-105,-0.8331,-0.2621,0.7982,1.1831
36,105,-1.7231,0.8664,0.2274,1.9420
36,-120,-0.8140,-0.0684,0.8175,1.1557
36,120,-1.5761,0.8059,0.3574,1.8059
36,-15,-1.1567,-1.0931,0.6042,1.7023
36,15,-1.3070,-1.2914,0.4300,1.8870
36,135,-1.4502,0.7655,0.4703,1.7060
36,-135,-0.9051,0.1298,0.7466,1.1804
36,-150,-1.3922,0.4086,0.3569,1.4942
36,150,-1.3420,0.7442,0.5496,1.6300
36,-165,-1.3578,0.5756,0.4334,1.5371
36,165,-1.2596,0.7291,0.5969,1.5730
36,180,-1.2569,0.6693,0.5655,1.5321
36,-30,-1.1673,-1.0700,0.5553,1.6780
36,30,-1.4043,-1.3680,0.3237,1.9870
36,-45,-1.2547,-1.0942,0.4266,1.7186
36,45,-2.1680,1.3673,-0.2387,2.5743
36,-60,-1.2949,-1.0167,0.3594,1.6851
36,60,-2.1753,1.2761,-0.2585,2.5352
36,-75,-1.0124,-0.6636,0.6321,1.3656
36,75,-1.9789,0.9745,-0.0306,2.2060
36,-90,-0.8933,-0.4657,0.7418,1.2510
36,90,-1.8413,0.8892,0.1150,2.0480
37,0,-2.4780,2.3655,-2.5823,4.2901
37,-105,-0.0118,0.4680,-2.1273,2.1782
37,105,-0.0681,1.8348,-1.6404,2.4621
37,-120,1.3319,-0.2720,-0.4525,1.4327
37,120,1.4671,0.4959,-0.7114,1.7042
37,-15,-2.3121,2.2900,-2.3204,3.9968
37,15,-2.4386,1.9635,-2.4760,3.9916
37,135,1.9532,-2.3507,2.7946,4.1414
37,-135,1.3567,-2.0676,1.9967,3.1785
37,-150,1.5092,-2.3122,2.1801,3.5181
37,150,2.0539,-2.5527,2.8120,4.3177
37,-165,1.6522,-2.3705,2.2563,3.6660
37,165,1.9337,-2.5366,2.6099,4.1213
37,180,1.7699,-2.4792,2.4019,3.8792
37,-30,-1.9098,1.6360,-2.0860,3.2673
37,30,-1.8851,1.8695,-2.1765,3.4331
37,-45,-1.5868,1.1623,-2.0687,2.8546
37,45,-1.3954,1.9277,-2.1264,3.1913
37,-60,-1.3069,1.1620,-2.2248,2.8299
37,60,-1.1815,2.0795,-2.1858,3.2401
37,-75,-1.2084,1.1448,-2.4854,2.9913
37,75,-1.1210,2.2071,-2.2644,3.3549
37,-90,-0.9854,1.0344,-2.5264,2.9024
37,90,-0.9645,2.1819,-2.2203,3.2590
38,0,-6.5132,1.1800,1.0146,6.6965
38,-105,-6.4363,1.5699,0.9565,6.6937
38,105,-5.9005,-0.5979,2.5390,6.4514
38,-120,-6.3776,1.5660,0.9853,6.6406
38,120,-6.3268,0.5498,1.8430,6.6126
38,-15,-6.4864,1.2405,0.9473,6.6715
38,15,-6.5290,1.1121,1.0608,6.7074
38,135,-6.3450,0.6088,1.8504,6.6373
38,-135,-6.2832,1.5968,0.9904,6.5582
38,-150,-6.2082,1.6590,0.9714,6.4990
38,150,-6.3513,0.6108,1.8605,6.6464
38,-165,-6.2361,1.7171,0.9622,6.5393
38,165,-6.3527,0.6044,1.8391,6.6411
38,180,-6.2273,1.5530,0.9480,6.4876
38,-30,-6.5084,1.2886,0.8642,6.6908
38,30,-6.5238,1.0663,1.0907,6.6998
38,-45,-6.5166,1.2678,0.8760,6.6963
38,45,-6.4846,1.0471,1.1180,6.6631
38,-60,-6.4881,1.3704,0.9099,6.6934
38,60,-6.4180,0.9843,1.1370,6.5918
38,-75,-6.4833,1.4756,0.9331,6.7143
38,75,-5.9330,-0.5423,2.6021,6.5012
38,-90,-6.4616,1.5532,0.9344,6.7111
38,90,-5.8094,-0.6349,2.6811,6.4296
39,0,0.1414,0.5671,3.1868,3.2400
39,-105,1.0894,1.1787,2.8522,3.2728
39,105,1.4344,-0.5671,2.8865,3.2728
39,-120,0.9885,0.9856,2.9287,3.2444
39,120,1.5191,-0.7388,2.7704,3.2448
39,-15,-0.0449,0.4826,3.2064,3.2429
39,15,0.3430,0.5601,3.1757,3.2429
39,135,0.2733,0.8190,3.0959,3.2141
39,-135,0.8963,0.8070,2.9792,3.2141
39,-150,0.7962,0.6547,3.0136,3.1850
39,150,0.3748,0.6626,3.0927,3.1850
39,-165,0.6926,0.5528,3.0397,3.1662
39,165,0.4789,0.5567,3.0798,3.1662
39,180,0.5852,0.5189,3.0621,3.1604
39,-30,-0.2110,0.3115,3.2307,3.2525
39,30,0.5627,0.4682,3.1690,3.2524
39,-45,-0.3500,0.0704,3.2508,3.2704
39,45,0.7871,0.3011,3.1599,3.2703
39,-60,-0.4537,-0.2149,3.2469,3.2855
39,60,0.9944,0.0833,3.1336,3.2887
39,-75,-0.5405,-0.4993,3.2159,3.2990
39,75,1.1764,-0.1504,3.0784,3.2989
39,-90,-0.6033,-0.7649,3.1461,3.2935
39,90,1.3198,-0.3708,2.9945,3.2933
40,0,5.5142,-10.0782,-3.9665,12.1536
40,-105,4.7761,-9.9922,-3.3191,11.5616
40,105,6.1942,-9.2503,-4.1381,11.8769
40,-120,4.7222,-10.0545,-3.0993,11.5325
40,120,6.3551,-9.4386,-4.0388,12.0742
40,-15,5.5503,-10.2411,-3.9642,12.3045
40,15,5.4665,-9.9059,-3.9657,11.9890
40,135,6.4762,-9.6686,-3.9015,12.2738
40,-135,4.8480,-10.1439,-2.8970,11.6101
40,-150,5.0649,-10.2754,-2.7881,11.7902
40,150,6.6127,-9.7699,-3.9633,12.4453
40,-165,6.6045,-9.1847,-3.9697,11.9890
40,165,6.6834,-9.4535,-4.2507,12.3331
40,180,6.6408,-9.2796,-4.1633,12.1468
40,-30,5.6468,-10.4000,-3.8769,12.4530
40,30,5.4045,-9.6904,-3.9925,11.7920
40,-45,5.6118,-10.2627,-3.7603,12.2864
40,45,5.3787,-9.4507,-4.0979,11.6206
40,-60,5.3841,-10.1468,-3.7268,12.0762
40,60,5.4959,-9.2213,-4.2171,11.5335
40,-75,5.1511,-10.0668,-3.6375,11.8788
40,75,5.7330,-9.1088,-4.2197,11.5604
40,-90,4.9427,-10.0021,-3.4912,11.6902
40,90,5.9899,-9.1308,-4.2026,11.7010
41,0,-0.5477,1.2385,-0.6792,1.5150
41,-105,-3.8111,-0.8255,-0.0426,3.8997
41,105,1.1351,2.6432,0.1428,2.8802
41,-120,-3.9680,-0.9293,-0.1679,4.0788
41,120,1.4614,3.1153,0.2547,3.4505
41,-15,-0.7426,1.1544,-0.6723,1.5284
41,15,-0.3473,1.3273,-0.6660,1.5251
41,135,2.3795,3.3890,0.0611,4.1413
41,-135,-4.1379,-0.8211,-0.2776,4.2277
41,-150,-4.3006,-0.7590,-0.4055,4.3858
41,150,2.7364,3.4562,-0.1892,4.4124
41,-165,-4.4478,-0.8234,-0.4941,4.5502
41,165,2.9518,3.5130,-0.3470,4.6016
41,180,-4.5255,-0.9100,-0.4990,4.6429
41,-30,-0.9239,1.0538,-0.6474,1.5438
41,30,-0.1503,1.3893,-0.6516,1.5418
41,-45,-1.1330,0.9219,-0.5985,1.5785
41,45,0.0916,1.4673,-0.6074,1.5907
41,-60,-1.3936,0.8220,-0.4906,1.6907
41,60,0.3288,1.5951,-0.5056,1.7053
41,-75,-1.7974,0.7417,-0.2926,1.9663
41,75,0.6081,1.8604,-0.3124,1.9821
41,-90,-2.3759,0.6264,-0.0634,2.4579
41,90,0.8724,2.2151,-0.0733,2.3818
42,0,-4.7724,-0.5673,0.6452,4.8491
42,-105,1.1302,2.0307,-1.0507,2.5505
42,105,-2.0025,0.9621,-1.2502,2.5492
42,-120,0.6927,1.8252,-0.9680,2.1791
42,120,-1.5416,1.0641,-1.1043,2.1744
42,-15,3.8652,2.4665,1.0390,4.7014
42,15,-4.6525,-0.4603,0.4948,4.7013
42,135,-1.1426,1.1568,-0.9619,1.8891
42,-135,0.2957,1.6529,-0.8662,1.8894
42,-150,-0.0189,1.5110,-0.7864,1.7035
42,150,-0.8143,1.2396,-0.8370,1.7030
42,-165,-0.2820,1.3873,-0.7115,1.5845
42,165,-0.5454,1.2946,-0.7320,1.5840
42,180,-0.5371,1.2397,-0.6747,1.5101
42,-30,3.7084,2.4380,0.8448,4.5177
42,30,-4.4953,-0.3887,0.3048,4.5224
42,-45,3.5721,2.3479,0.5365,4.3081
42,45,-4.2937,-0.3611,0.0401,4.3091
42,-60,3.4398,2.2095,0.1018,4.0895
42,60,-4.0614,-0.3717,-0.3746,4.0956
42,-75,3.2788,2.0256,-0.3775,3.8725
42,75,-3.7608,-0.3993,-0.8234,3.8706
42,-90,3.0421,1.7831,-0.8417,3.6252
42,90,-3.3781,-0.4261,-1.2490,3.6267
43,0,0.4867,0.1561,0.2686,0.5774
43,-105,1.5325,0.7976,-2.7222,3.2241
43,105,-1.0399,2.3094,-1.9835,3.2170
43,-120,1.2331,1.0355,-2.4914,2.9664
43,120,-0.6533,2.1045,-1.9828,2.9643
43,-15,0.5198,0.1200,0.2114,0.5738
43,15,0.4533,0.2236,0.2716,0.5738
43,135,-0.2874,1.9354,-1.9615,2.7705
43,-135,0.9915,1.2573,-2.2694,2.7774
43,-150,0.7899,1.4775,-2.0504,2.6478
43,150,0.0550,1.8103,-1.9322,2.6484
43,-165,0.9937,1.3820,-1.9258,2.5703
43,165,0.3842,1.6906,-1.8953,2.5687
43,180,0.6992,1.5503,-1.8890,2.5418
43,-30,0.5501,0.1112,0.1064,0.5712
43,30,0.4182,0.3169,0.2259,0.5712
43,-45,0.5036,0.2008,-0.0257,0.5427
43,45,0.4031,0.3576,0.0654,0.5428
43,-60,0.4029,0.3273,-0.1846,0.5509
43,60,0.3827,2.4730,-1.6640,3.0052
43,-75,0.1949,0.5385,-0.3430,0.6675
43,75,0.1042,2.4963,-1.9765,3.1857
43,-90,-0.1173,0.7154,-0.5445,0.9067
43,90,-0.1744,2.4058,-2.3344,3.3568
44,0,0.4868,0.1561,0.2685,0.5774
44,-105,1.4599,1.9813,0.0265,2.4612
44,105,2.3216,-0.1783,-0.7852,2.4573
44,-120,0.0760,1.4382,-1.0842,1.8027
44,120,0.3838,1.1855,-1.2997,1.8006
44,-15,0.3704,0.3751,0.4099,0.6678
44,15,0.6423,-0.0542,0.1505,0.6619
44,135,0.4870,1.3496,-1.6273,2.1695
44,-135,0.0091,1.7472,-1.2865,2.1698
44,-150,0.0987,1.9113,-1.4596,2.4070
44,150,0.5070,1.5718,-1.7508,2.4069
44,-165,0.2679,1.9316,-1.5781,2.5086
44,165,0.4608,1.7713,-1.7156,2.5086
44,180,0.3896,1.8904,-1.6573,2.5440
44,-30,0.2653,0.6269,0.5582,0.8803
44,30,0.8375,-0.2659,0.0393,0.8795
44,-45,0.1775,0.9307,0.7769,1.2253
44,45,1.1078,-0.5201,-0.0658,1.2255
44,-60,0.0976,1.2830,1.0215,1.6429
